skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_sv_antal_m_betyg_tcv1,skolverket_sv_andel_sankt_tcv1,skolverket_sv_andel_lika_tcv1,skolverket_sv_andel_hojt_tcv1,skolverket_ma_antal_m_betyg_tcv1,skolverket_ma_andel_sankt_tcv1,skolverket_ma_andel_lika_tcv1,skolverket_ma_andel_hojt_tcv1,skolverket_en_antal_m_betyg_tcv1,skolverket_en_andel_sankt_tcv1,skolverket_en_andel_lika_tcv1,skolverket_en_andel_hojt_tcv1,skolverket_sva_antal_m_betyg_tcv1,skolverket_sva_andel_sankt_tcv1,skolverket_sva_andel_lika_tcv1,skolverket_sva_andel_hojt_tcv1,year
Vaksalaskolan,28006480,Uppsala,0380,Kommunal,Uppsala,2120003005,83,"10,8","53,0","36,1",.,.,.,.,87,"13,8","70,1","16,1",.,.,.,.,2018
Valsätraskolan,56446888,Uppsala,0380,Kommunal,Uppsala,2120003005,112,"10,7","58,9","30,4",.,.,.,.,106,"19,8","73,6","6,6",.,.,.,.,2018
von Bahrs skola,17250578,Uppsala,0380,Kommunal,Uppsala,2120003005,47,"4,3","53,2","42,6",.,.,.,.,51,"15,7","66,7","17,6",.,.,.,.,2018
Västra Stenhagenskolan,48134074,Uppsala,0380,Kommunal,Uppsala,2120003005,49,"6,1","55,1","38,8",.,.,.,.,56,"14,3","66,1","19,6",.,.,.,.,2018
Ärentunaskolan,64800741,Uppsala,0380,Kommunal,Uppsala,2120003005,108,"2,8","63,9","33,3",.,.,.,.,118,"20,3","67,8","11,9",.,.,.,.,2018
Åsedaskolan 7-9,75658239,Uppvidinge,0760,Kommunal,Uppvidinge,2120000605,41,"9,8","56,1","34,1",.,.,.,.,52,"9,6","80,8","9,6",.,.,.,.,2018
Älghultskolan,73077490,Uppvidinge,0760,Kommunal,Uppvidinge,2120000605,51,"7,8","76,5","15,7",.,.,.,.,54,"20,4","72,2","7,4",.,.,.,.,2018
Petrus Magni skola H,21550555,Vadstena,0584,Kommunal,Vadstena,2120002825,67,"9,0","59,7","31,3",.,.,.,.,63,"17,5","68,3","14,3",.,.,.,.,2018
Fågelforsskolan Hög,38944084,Vaggeryd,0665,Kommunal,Vaggeryd,2120000522,49,"10,2","73,5","16,3",.,.,.,.,66,"3,0","93,9","3,0",19,"15,8","73,7","10,5",2018
Hjortsjöskolan Hög,95197505,Vaggeryd,0665,Kommunal,Vaggeryd,2120000522,84,"15,5","63,1","21,4",.,.,.,.,84,"31,0","50,0","19,0",.,.,.,.,2018
Vammarskolan 4-9,53620708,Valdemarsvik,0563,Kommunal,Valdemarsvik,2120000431,.,.,.,.,.,.,.,.,71,"4,2","88,7","7,0",.,.,.,.,2018
Bällstabergsskolan,52293921,Vallentuna,0115,Kommunal,Vallentuna,2120000027,26,"3,8","61,5","34,6",.,.,.,.,25,"16,0","80,0","4,0",.,.,.,.,2018
Ekebyskolan,78821726,Vallentuna,0115,Kommunal,Vallentuna,2120000027,23,.,"47,8","52,2",.,.,.,.,25,.,"76,0","24,0",.,.,.,.,2018
Hammarbacksskolan,31772387,Vallentuna,0115,Kommunal,Vallentuna,2120000027,49,"10,2","38,8","51,0",.,.,.,.,50,"26,0","54,0","20,0",.,.,.,.,2018
Hjälmstaskolan,16855764,Vallentuna,0115,Kommunal,Vallentuna,2120000027,75,"1,3","64,0","34,7",.,.,.,.,78,"3,8","74,4","21,8",.,.,.,.,2018
Karbyskolan,57370453,Vallentuna,0115,Kommunal,Vallentuna,2120000027,17,"5,9","70,6","23,5",.,.,.,.,18,"5,6","83,3","11,1",.,.,.,.,2018
Lovisedalsskolan,29278599,Vallentuna,0115,Kommunal,Vallentuna,2120000027,64,"10,9","73,4","15,6",.,.,.,.,64,"26,6","67,2","6,3",.,.,.,.,2018
Vallentuna Friskola,72378947,Vallentuna,0115,Enskild,Vallentuna Friskola AB,5565736187,48,"6,3","87,5","6,3",.,.,.,.,50,"22,0","72,0","6,0",.,.,.,.,2018
Vittra Vallentuna,46206050,Vallentuna,0115,Enskild,Vittraskolorna AB,5564586716,23,"8,7","52,2","39,1",.,.,.,.,24,"25,0","75,0",.,.,.,.,.,2018
Smedbergsskolan 4-9,20545871,Vansbro,2021,Kommunal,Vansbro,2120002130,50,"22,0","52,0","26,0",.,.,.,.,60,"5,0","60,0","35,0",.,.,.,.,2018
Alléskolan,45270097,Vara,1470,Kommunal,Vara,2120002924,108,"11,1","67,6","21,3",.,.,.,.,114,"24,6","68,4","7,0",.,.,.,.,2018
Nästegårdsskolan,88862132,Vara,1470,Kommunal,Vara,2120002924,42,"16,7","61,9","21,4",.,.,.,.,41,"34,1","48,8","17,1",.,.,.,.,2018
Almers skola 7-9 och grundsärskolan äldre elever,72527414,Varberg,1383,Kommunal,Varberg,2120001249,61,"9,8","57,4","32,8",.,.,.,.,.,.,.,.,.,.,.,.,2018
Ankarskolan 4-9,68653982,Varberg,1383,Kommunal,Varberg,2120001249,64,"12,5","81,3","6,3",.,.,.,.,.,.,.,.,.,.,.,.,2018
Bosgårdsskolan 6-9,92184735,Varberg,1383,Kommunal,Varberg,2120001249,61,"11,5","55,7","32,8",.,.,.,.,65,"10,8","84,6","4,6",.,.,.,.,2018
Hagaskolan 4-9,26579492,Varberg,1383,Kommunal,Varberg,2120001249,43,"4,7","74,4","20,9",.,.,.,.,.,.,.,.,.,.,.,.,2018
Håstensskolan 6 och 9,75684823,Varberg,1383,Kommunal,Varberg,2120001249,110,"3,6","48,2","48,2",.,.,.,.,114,"8,8","85,1","6,1",.,.,.,.,2018
Kunskapsskolan Varberg,52846430,Varberg,1383,Enskild,Kunskapsskolan i Sverige Aktiebolag,5565661815,15,.,"73,3","26,7",.,.,.,.,.,.,.,.,.,.,.,.,2018
Lindberg skola 4-9,23521056,Varberg,1383,Kommunal,Varberg,2120001249,19,.,"68,4","31,6",.,.,.,.,19,.,"89,5","10,5",.,.,.,.,2018
Påskbergsskolan 4-9,50675351,Varberg,1383,Kommunal,Varberg,2120001249,42,"2,4","64,3","33,3",.,.,.,.,47,"25,5","70,2","4,3",.,.,.,.,2018
"Rolfstorps skola F-3, 7-9 och fritidshem",46202890,Varberg,1383,Kommunal,Varberg,2120001249,43,"9,3","88,4","2,3",.,.,.,.,42,"9,5","85,7","4,8",.,.,.,.,2018
Trönninge skola 4-9,71449540,Varberg,1383,Kommunal,Varberg,2120001249,46,"8,7","58,7","32,6",.,.,.,.,47,"25,5","70,2","4,3",.,.,.,.,2018
Vidhögeskolan 6-9,70460569,Varberg,1383,Kommunal,Varberg,2120001249,42,"2,4","69,0","28,6",.,.,.,.,44,"20,5","77,3","2,3",.,.,.,.,2018
"Väröbackaskolan F-3, 7-9 och fritidshem",68613823,Varberg,1383,Kommunal,Varberg,2120001249,41,"7,3","70,7","22,0",.,.,.,.,24,.,"79,2","20,8",.,.,.,.,2018
Kronängsskolan,48724676,Vaxholm,0187,Kommunal,Vaxholm,2120002908,115,"11,3","53,0","35,7",.,.,.,.,125,"26,4","70,4","3,2",.,.,.,.,2018
Framtidskomp. V Ingelstad sk,44979671,Vellinge,1233,Enskild,Framtidskompassen AB,5567865943,42,"9,5","76,2","14,3",.,.,.,.,41,"26,8","70,7","2,4",.,.,.,.,2018
Framtidskompassen i Vellinge,15068529,Vellinge,1233,Enskild,Framtidskompassen AB,5567865943,33,"6,1","57,6","36,4",.,.,.,.,33,"6,1","78,8","15,2",.,.,.,.,2018
Herrestorpskolan,16650439,Vellinge,1233,Kommunal,Vellinge,2120001033,26,"11,5","46,2","42,3",.,.,.,.,27,"29,6","63,0","7,4",.,.,.,.,2018
Ljungenskolan,41197162,Vellinge,1233,Kommunal,Vellinge,2120001033,53,"1,9","64,2","34,0",.,.,.,.,35,"2,9","88,6","8,6",.,.,.,.,2018
Sandeplanskolan,71367825,Vellinge,1233,Kommunal,Vellinge,2120001033,54,"5,6","50,0","44,4",.,.,.,.,.,.,.,.,.,.,.,.,2018
Skanör Falsterbo Montessorisk.,46725455,Vellinge,1233,Enskild,Skanör Falsterbo Montessoriskola AB,5566270095,19,"26,3","36,8","36,8",.,.,.,.,19,"26,3","63,2","10,5",.,.,.,.,2018
Skanörs skola,46945514,Vellinge,1233,Kommunal,Vellinge,2120001033,36,"8,3","69,4","22,2",.,.,.,.,38,"10,5","63,2","26,3",.,.,.,.,2018
Stora Hammars skola,24181728,Vellinge,1233,Kommunal,Vellinge,2120001033,52,"3,8","78,8","17,3",.,.,.,.,51,"21,6","64,7","13,7",.,.,.,.,2018
Södervångskolan,28023150,Vellinge,1233,Kommunal,Vellinge,2120001033,47,"29,8","66,0","4,3",.,.,.,.,43,"30,2","67,4","2,3",.,.,.,.,2018
Tångvallaskolan,58994715,Vellinge,1233,Kommunal,Vellinge,2120001033,36,"2,8","47,2","50,0",.,.,.,.,36,"25,0","72,2","2,8",.,.,.,.,2018
Ängdalaskolan,11885832,Vellinge,1233,Enskild,Ängdala Skolor AB,5565279931,50,"4,0","84,0","12,0",.,.,.,.,49,"16,3","77,6","6,1",.,.,.,.,2018
Landsbro skola 7-9,69564434,Vetlanda,0685,Kommunal,Vetlanda,2120000571,92,"13,0","60,9","26,1",.,.,.,.,103,"12,6","77,7","9,7",.,.,.,.,2018
Mogärdeskolan 7-9,28429330,Vetlanda,0685,Kommunal,Vetlanda,2120000571,.,.,.,.,.,.,.,.,58,"12,1","75,9","12,1",.,.,.,.,2018
Hembergsskolan 7-9,59758107,Vilhelmina,2462,Kommunal,Vilhelmina,2120002601,54,"14,8","68,5","16,7",.,.,.,.,57,"14,0","70,2","15,8",.,.,.,.,2018
Astrid Lindgrens skola 7-9,92620495,Vimmerby,0884,Kommunal,Vimmerby,2120000787,61,"16,4","57,4","26,2",.,.,.,.,67,"14,9","68,7","16,4",.,.,.,.,2018
Vimarskolan 7-9,39345593,Vimmerby,0884,Kommunal,Vimmerby,2120000787,71,"32,4","52,1","15,5",.,.,.,.,.,.,.,.,.,.,.,.,2018
Renforsskolan,74352559,Vindeln,2404,Kommunal,Vindeln,2120002544,53,"3,8","73,6","22,6",.,.,.,.,54,"9,3","51,9","38,9",.,.,.,.,2018
Slottsskolan 7-9,52426554,Vingåker,0428,Kommunal,Vingåker,2120000308,64,"4,7","79,7","15,6",.,.,.,.,84,"13,1","78,6","8,3",20,"5,0","80,0","15,0",2018
Gullhögskolan,84179524,Vårgårda,1442,Kommunal,Vårgårda,2120001454,86,"5,8","65,1","29,1",.,.,.,.,111,"12,6","65,8","21,6",17,"5,9","47,1","47,1",2018
Dalboskolan,93140467,Vänersborg,1487,Kommunal,Vänersborg,2120001538,38,"26,3","60,5","13,2",.,.,.,.,44,"22,7","65,9","11,4",.,.,.,.,2018
"Fridaskolan, Vänersborg",10982633,Vänersborg,1487,Enskild,Fridaskolorna AB,5564515988,62,"1,6","67,7","30,6",.,.,.,.,54,"14,8","61,1","24,1",.,.,.,.,2018
Silvertärnan,56817466,Vänersborg,1487,Kommunal,Vänersborg,2120001538,67,"4,5","71,6","23,9",.,.,.,.,76,"15,8","77,6","6,6",.,.,.,.,2018
Torpaskolan,56373070,Vänersborg,1487,Kommunal,Vänersborg,2120001538,93,"12,9","65,6","21,5",.,.,.,.,120,"9,2","77,5","13,3",32,.,"84,4","15,6",2018
Vänerparkens skola,59193729,Vänersborg,1487,Kommunal,Vänersborg,2120001538,65,"13,8","75,4","10,8",.,.,.,.,68,"13,2","82,4","4,4",.,.,.,.,2018
Hammarskolan AB,94348319,Vännäs,2460,Kommunal,Vännäs,2120002841,50,.,"58,0","42,0",.,.,.,.,57,"10,5","80,7","8,8",.,.,.,.,2018
Hammarskolan CD,90298777,Vännäs,2460,Kommunal,Vännäs,2120002841,50,"2,0","70,0","28,0",.,.,.,.,55,"25,5","72,7","1,8",.,.,.,.,2018
Brunns skola,42434583,Värmdö,0120,Kommunal,Värmdö,2120000035,76,"3,9","30,3","65,8",.,.,.,.,79,"5,1","34,2","60,8",.,.,.,.,2018
Farstavikens skola,60624757,Värmdö,0120,Kommunal,Värmdö,2120000035,67,"19,4","53,7","26,9",.,.,.,.,69,"27,5","71,0","1,4",.,.,.,.,2018
Hemmestaskolan,24561769,Värmdö,0120,Kommunal,Värmdö,2120000035,137,"9,5","57,7","32,8",.,.,.,.,136,"16,9","79,4","3,7",.,.,.,.,2018
Lemshaga Akademi,11364996,Värmdö,0120,Enskild,Lemshagastiftelsen,8024007075,.,.,.,.,.,.,.,.,49,"6,1","63,3","30,6",.,.,.,.,2018
Värmdö Skärgårdsskola,77630712,Värmdö,0120,Kommunal,Värmdö,2120000035,38,"5,3","28,9","65,8",.,.,.,.,37,.,"54,1","45,9",.,.,.,.,2018
Ösbyskolan,88283203,Värmdö,0120,Kommunal,Värmdö,2120000035,69,"4,3","52,2","43,5",.,.,.,.,67,"26,9","67,2","6,0",.,.,.,.,2018
Apladalsskolan,40576389,Värnamo,0683,Kommunal,Värnamo,2120000555,.,.,.,.,.,.,.,.,125,"32,0","59,2","8,8",.,.,.,.,2018
Bors skola,68702432,Värnamo,0683,Kommunal,Värnamo,2120000555,52,"23,1","61,5","15,4",.,.,.,.,59,"20,3","71,2","8,5",.,.,.,.,2018
Forshedaskolan,23192281,Värnamo,0683,Kommunal,Värnamo,2120000555,71,"28,2","59,2","12,7",.,.,.,.,77,"29,9","68,8","1,3",.,.,.,.,2018
Gröndalsskolan,41729877,Värnamo,0683,Kommunal,Värnamo,2120000555,128,"10,2","55,5","34,4",.,.,.,.,146,"19,9","78,1","2,1",19,.,"36,8","63,2",2018
Alphaskolan,25749057,Västervik,0883,Enskild,Kunskapsnavet AB,5565121570,46,"6,5","52,2","41,3",.,.,.,.,46,"15,2","58,7","26,1",.,.,.,.,2018
Ankarsrums skola 7-9,72904597,Västervik,0883,Kommunal,Västervik,2120000779,25,"12,0","68,0","20,0",.,.,.,.,25,.,"72,0","28,0",.,.,.,.,2018
Ellen Keyskolan RO1,95812326,Västervik,0883,Kommunal,Västervik,2120000779,47,"4,3","61,7","34,0",.,.,.,.,.,.,.,.,.,.,.,.,2018
Ellen Keyskolan RO2,93189549,Västervik,0883,Kommunal,Västervik,2120000779,57,"19,3","52,6","28,1",.,.,.,.,.,.,.,.,.,.,.,.,2018
Ludvigsborgsskolan,16547623,Västervik,0883,Kommunal,Västervik,2120000779,73,"16,4","60,3","23,3",.,.,.,.,59,"6,8","79,7","13,6",.,.,.,.,2018
Östra Ringskolan,18058977,Västervik,0883,Kommunal,Västervik,2120000779,70,"2,9","61,4","35,7",.,.,.,.,75,"2,7","88,0","9,3",.,.,.,.,2018
Apalbyskolan,89379865,Västerås,1980,Kommunal,Västerås,2120002080,34,"11,8","58,8","29,4",.,.,.,.,37,.,"86,5","13,5",.,.,.,.,2018
Centuriaskolan,83896681,Västerås,1980,Enskild,021 Skol AB,5568373228,22,"27,3","68,2","4,5",.,.,.,.,22,"4,5","90,9","4,5",.,.,.,.,2018
Entréskolan Västerås,77743622,Västerås,1980,Enskild,AmiSgo AB,5568148117,15,.,"66,7","33,3",.,.,.,.,16,"6,3","68,8","25,0",.,.,.,.,2018
Fryxellska skolan,73093445,Västerås,1980,Enskild,Stiftelsen Fryx,8780016211,138,"11,6","49,3","39,1",.,.,.,.,132,"9,8","70,5","19,7",.,.,.,.,2018
Internationella Engelska Skolan Västerås,46042136,Västerås,1980,Enskild,Internationella Engelska Skolan i Sverige AB,5564624368,107,"12,1","50,5","37,4",.,.,.,.,123,"15,4","65,0","19,5",17,.,"41,2","58,8",2018
Irstaskolan,61002601,Västerås,1980,Kommunal,Västerås,2120002080,76,"1,3","71,1","27,6",.,.,.,.,80,"2,5","85,0","12,5",.,.,.,.,2018
JENSEN grundskola Västerås,44284183,Västerås,1980,Enskild,Jensen Education College AB,5566358759,59,"18,6","61,0","20,3",.,.,.,.,60,"5,0","86,7","8,3",.,.,.,.,2018
Kristiansborgsskolan,65736810,Västerås,1980,Kommunal,Västerås,2120002080,116,"27,6","40,5","31,9",.,.,.,.,120,"26,7","65,8","7,5",.,.,.,.,2018
Kunskapsskolan Västerås,30576881,Västerås,1980,Enskild,Kunskapsskolan i Sverige Aktiebolag,5565661815,63,"4,8","68,3","27,0",.,.,.,.,65,"21,5","67,7","10,8",.,.,.,.,2018
Nybyggeskolan,69664897,Västerås,1980,Kommunal,Västerås,2120002080,116,"4,3","47,4","48,3",.,.,.,.,152,"7,9","75,7","16,4",43,"4,7","58,1","37,2",2018
Persboskolan,10453232,Västerås,1980,Kommunal,Västerås,2120002080,45,.,"66,7","33,3",.,.,.,.,50,"4,0","80,0","16,0",.,.,.,.,2018
Pettersbergsskolan,66142210,Västerås,1980,Kommunal,Västerås,2120002080,25,"4,0","64,0","32,0",.,.,.,.,50,"22,0","72,0","6,0",26,"3,8","53,8","42,3",2018
Pilträdsskolan,81265119,Västerås,1980,Enskild,Stiftelsen Källan,8780019090,17,"11,8","29,4","58,8",.,.,.,.,21,"9,5","90,5",.,.,.,.,.,2018
Rotundaskolan,80009811,Västerås,1980,Enskild,Pysslingen Förskolor och Skolor AB,5560354309,41,"2,4","34,1","63,4",.,.,.,.,47,"12,8","55,3","31,9",.,.,.,.,2018
Rönnbyskolan,99408329,Västerås,1980,Kommunal,Västerås,2120002080,46,.,"80,4","19,6",.,.,.,.,45,.,"2,2","97,8",.,.,.,.,2018
Skiljeboskolan,77449846,Västerås,1980,Kommunal,Västerås,2120002080,.,.,.,.,.,.,.,.,.,.,.,.,25,.,"16,0","84,0",2018
Skälbyskolan,50095535,Västerås,1980,Enskild,CK Utbildning AB,5569081150,45,"4,4","53,3","42,2",.,.,.,.,47,"8,5","76,6","14,9",.,.,.,.,2018
Tillbergaskolan,33439128,Västerås,1980,Kommunal,Västerås,2120002080,57,"19,3","64,9","15,8",.,.,.,.,60,"23,3","71,7","5,0",.,.,.,.,2018
Viksängsskolan,35110948,Västerås,1980,Kommunal,Västerås,2120002080,154,"15,6","55,2","29,2",.,.,.,.,165,"8,5","72,1","19,4",.,.,.,.,2018
Önstaskolan,84998800,Västerås,1980,Kommunal,Västerås,2120002080,85,"16,5","35,3","48,2",.,.,.,.,85,"16,5","68,2","15,3",.,.,.,.,2018
Braås skola,40283052,Växjö,0780,Kommunal,Växjö,2120000662,39,"12,8","43,6","43,6",.,.,.,.,39,"20,5","76,9","2,6",.,.,.,.,2018
Fagrabäckskolan,29751275,Växjö,0780,Kommunal,Växjö,2120000662,199,"15,6","60,8","23,6",.,.,.,.,223,"16,1","75,3","8,5",27,"14,8","66,7","18,5",2018
Kronoberg Skola,44785862,Växjö,0780,Enskild,Kronoberg Skola Aktiebolag,5566102033,92,"14,1","63,0","22,8",.,.,.,.,93,"18,3","78,5","3,2",.,.,.,.,2018
Lammhults skola,57569623,Växjö,0780,Kommunal,Växjö,2120000662,36,"16,7","69,4","13,9",.,.,.,.,45,"35,6","57,8","6,7",.,.,.,.,2018
Norregårdskolan,12286029,Växjö,0780,Kommunal,Växjö,2120000662,138,"4,3","56,5","39,1",.,.,.,.,170,"24,1","67,6","8,2",31,"9,7","74,2","16,1",2018
Pär Lagerkvistskolan 7-9,18116804,Växjö,0780,Kommunal,Växjö,2120000662,118,"11,9","47,5","40,7",.,.,.,.,125,"20,0","71,2","8,8",.,.,.,.,2018
Ringsbergsskolan,65161034,Växjö,0780,Kommunal,Växjö,2120000662,20,"45,0","45,0","10,0",.,.,.,.,19,"42,1","57,9",.,.,.,.,.,2018
Teleborg Centrum,72833305,Växjö,0780,Kommunal,Växjö,2120000662,138,"15,9","66,7","17,4",.,.,.,.,151,"11,3","78,8","9,9",.,.,.,.,2018
Thoren Framtid i Växjö,69600902,Växjö,0780,Enskild,Thoren Framtid AB,5567497051,.,.,.,.,.,.,.,.,92,"19,6","72,8","7,6",.,.,.,.,2018
Växjö Internationella Grundskola 7-9,20002379,Växjö,0780,Enskild,Lacko Internationella Grundskola AB,5568111123,22,"45,5","45,5","9,1",.,.,.,.,23,"43,5","43,5","13,0",.,.,.,.,2018
Ydreskolan 2,61662490,Ydre,0512,Kommunal,Ydre,2120000381,36,.,"86,1","13,9",.,.,.,.,37,.,"97,3","2,7",.,.,.,.,2018
Kunskapsskolan Ystad,58980145,Ystad,1286,Enskild,Kunskapsskolan i Sverige Aktiebolag,5565661815,73,"12,3","53,4","34,2",.,.,.,.,81,"22,2","75,3","2,5",.,.,.,.,2018
Norreportskolan,89680009,Ystad,1286,Kommunal,Ystad,2120001181,134,"19,4","64,9","15,7",.,.,.,.,145,"20,7","79,3",.,15,"6,7","53,3","40,0",2018
Änga/Västervångskolan,48813389,Ystad,1286,Kommunal,Ystad,2120001181,111,"9,0","66,7","24,3",.,.,.,.,117,"14,5","70,9","14,5",.,.,.,.,2018
Kristinebergskolan 1,57530972,Åmål,1492,Kommunal,Åmål,2120001587,44,"6,8","54,5","38,6",.,.,.,.,47,"14,9","61,7","23,4",.,.,.,.,2018
Kristinebergskolan 2,60891289,Åmål,1492,Kommunal,Åmål,2120001587,87,"2,3","57,5","40,2",.,.,.,.,100,.,"78,0","22,0",.,.,.,.,2018
Fränstaskolan,17514337,Ånge,2260,Kommunal,Ånge,2120002387,34,"8,8","58,8","32,4",.,.,.,.,34,.,"85,3","14,7",.,.,.,.,2018
Minervaskolan,43954518,Ånge,2260,Kommunal,Ånge,2120002387,45,"17,8","51,1","31,1",.,.,.,.,52,"11,5","69,2","19,2",.,.,.,.,2018
Duveds skola F-9,53536862,Åre,2321,Kommunal,Åre,2120002494,38,"13,2","50,0","36,8",.,.,.,.,41,"58,5","41,5",.,.,.,.,.,2018
Mörsils skola F-9,99830430,Åre,2321,Kommunal,Åre,2120002494,52,"7,7","69,2","23,1",.,.,.,.,64,"28,1","54,7","17,2",.,.,.,.,2018
Nordmarkens skola H,55304171,Årjäng,1765,Kommunal,Årjäng,2120001835,98,"8,2","48,0","43,9",.,.,.,.,110,"8,2","70,0","21,8",.,.,.,.,2018
Åsele Centralskola åk 1 - 9,43833784,Åsele,2463,Kommunal,Åsele,2120002791,27,"11,1","81,5","7,4",.,.,.,.,26,"3,8","96,2",.,.,.,.,.,2018
Björnekullaskolan,97128428,Åstorp,1277,Kommunal,Åstorp,2120000936,.,.,.,.,.,.,.,.,118,"7,6","76,3","16,1",.,.,.,.,2018
Hyllinge skola,11662899,Åstorp,1277,Kommunal,Åstorp,2120000936,41,"9,8","56,1","34,1",.,.,.,.,48,"12,5","62,5","25,0",.,.,.,.,2018
Alléskolan  7-9,56528690,Åtvidaberg,0561,Kommunal,Åtvidaberg,2120000415,103,"18,4","60,2","21,4",.,.,.,.,112,"18,8","81,3",.,.,.,.,.,2018
Linnéskolan 1,53191534,Älmhult,0765,Kommunal,Älmhult,2120000647,47,.,"68,1","31,9",.,.,.,.,.,.,.,.,16,.,"75,0","25,0",2018
Linnéskolan 2,66184918,Älmhult,0765,Kommunal,Älmhult,2120000647,52,"11,5","53,8","34,6",.,.,.,.,.,.,.,.,.,.,.,.,2018
Thoren Framtid i Älmhult,84756527,Älmhult,0765,Enskild,Thoren Framtid AB,5567497051,22,"13,6","27,3","59,1",.,.,.,.,24,.,"75,0","25,0",.,.,.,.,2018
Strandskolan,81918902,Älvdalen,2039,Kommunal,Älvdalen,2120002197,.,.,.,.,.,.,.,.,17,"11,8","64,7","23,5",.,.,.,.,2018
Älvdalsskolan,88076955,Älvdalen,2039,Kommunal,Älvdalen,2120002197,58,"12,1","43,1","44,8",.,.,.,.,57,"12,3","57,9","29,8",.,.,.,.,2018
Rotskärsskolan 6-9,96982474,Älvkarleby,0319,Kommunal,Älvkarleby,2120000258,57,"8,8","64,9","26,3",.,.,.,.,62,"14,5","61,3","24,2",.,.,.,.,2018
Älvboda friskola,74070812,Älvkarleby,0319,Enskild,Friskolan i Skutskär Ekonomisk Förening,7696039135,35,"2,9","85,7","11,4",.,.,.,.,38,"2,6","63,2","34,2",.,.,.,.,2018
Älvåkraskolan,32970785,Älvsbyn,2560,Kommunal,Älvsbyn,2120002734,39,"15,4","48,7","35,9",.,.,.,.,18,"33,3","55,6","11,1",.,.,.,.,2018
Kungsgårdsskolan Ro 1,51900988,Ängelholm,1292,Kommunal,Ängelholm,2120000977,102,"11,8","75,5","12,7",.,.,.,.,122,"33,6","64,8","1,6",17,"17,6","35,3","47,1",2018
Magnarps skola Ro 1,49455969,Ängelholm,1292,Kommunal,Ängelholm,2120000977,32,"15,6","56,3","28,1",.,.,.,.,32,"25,0","68,8","6,3",.,.,.,.,2018
Nyhemsskolan Ro 1,49730992,Ängelholm,1292,Kommunal,Ängelholm,2120000977,110,"17,3","60,9","21,8",.,.,.,.,120,"53,3","45,8","0,8",.,.,.,.,2018
Strövelstorps skola Ro 1,34909954,Ängelholm,1292,Kommunal,Ängelholm,2120000977,39,"2,6","61,5","35,9",.,.,.,.,40,"10,0","80,0","10,0",.,.,.,.,2018
Söndrebalgs skola,53600648,Ängelholm,1292,Kommunal,Ängelholm,2120000977,29,"6,9","82,8","10,3",.,.,.,.,33,"3,0","84,8","12,1",.,.,.,.,2018
Toftaskolan,51497405,Ängelholm,1292,Kommunal,Ängelholm,2120000977,74,"8,1","39,2","52,7",.,.,.,.,75,"10,7","78,7","10,7",.,.,.,.,2018
Betelskolan,65677988,Öckerö,1407,Enskild,Betelförsamlingens Skolstiftelse,8024250972,17,.,"17,6","82,4",.,.,.,.,17,"5,9","64,7","29,4",.,.,.,.,2018
Brattebergsskolan,85862849,Öckerö,1407,Kommunal,Öckerö,2120001280,66,.,"78,8","21,2",.,.,.,.,66,.,"83,3","16,7",.,.,.,.,2018
Hedens skola 7-9,92940771,Öckerö,1407,Kommunal,Öckerö,2120001280,63,"7,9","79,4","12,7",.,.,.,.,66,"3,0","83,3","13,6",.,.,.,.,2018
Lysingskolan,34255565,Ödeshög,0509,Kommunal,Ödeshög,2120000373,44,"20,5","63,6","15,9",.,.,.,.,52,"11,5","78,8","9,6",.,.,.,.,2018
Adolfsbergsskolan 7-9,47684564,Örebro,1880,Kommunal,Örebro,2120001967,125,"12,8","72,0","15,2",.,.,.,.,128,"17,2","75,8","7,0",.,.,.,.,2018
Almby skola 7-9,22049573,Örebro,1880,Kommunal,Örebro,2120001967,56,"10,7","62,5","26,8",.,.,.,.,88,"6,8","77,3","15,9",33,"15,2","66,7","18,2",2018
Alsalam,99730324,Örebro,1880,Enskild,Al-Risalah Skandinaviska Stiftelse,8750037080,.,.,.,.,.,.,.,.,18,"11,1","66,7","22,2",.,.,.,.,2018
Engelbrektsskolan,82807694,Örebro,1880,Kommunal,Örebro,2120001967,140,"6,4","65,7","27,9",.,.,.,.,145,"13,8","80,7","5,5",.,.,.,.,2018
Grenadjärskolan,36409468,Örebro,1880,Enskild,Stiftelsen Grenadjärskolan,8750024062,.,.,.,.,.,.,.,.,16,.,"100,0",.,.,.,.,.,2018
Gumaeliusskolan,74902204,Örebro,1880,Kommunal,Örebro,2120001967,141,"19,1","61,7","19,1",.,.,.,.,.,.,.,.,25,"8,0","76,0","16,0",2018
Hannaskolan,13390547,Örebro,1880,Enskild,Stiftelsen Hannaskolan,8750023650,27,"3,7","55,6","40,7",.,.,.,.,27,"18,5","59,3","22,2",.,.,.,.,2018
Internationella Engelska Skolan Örebro,23908629,Örebro,1880,Enskild,Internationella Engelska Skolan i Sverige AB,5564624368,102,"12,7","50,0","37,3",.,.,.,.,123,"8,9","82,1","8,9",.,.,.,.,2018
JENSEN grundskola Örebro,94248837,Örebro,1880,Enskild,Jensen Education College AB,5566358759,.,.,.,.,.,.,.,.,50,"12,0","44,0","44,0",.,.,.,.,2018
