skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_sv_tcv25,skolverket_andel_sv_tcv25,skolverket_and_uppn_alla_amnen_sv_tcv25,skolverket_and_behorig_sv_tcv25,skolverket_gmv_sv_tcv25,skolverket_antal_f_sv_tcv25,skolverket_andel_f_sv_tcv25,skolverket_and_uppn_alla_amnen_f_sv_tcv25,skolverket_and_behorig_f_sv_tcv25,skolverket_gmv_f_sv_tcv25,skolverket_antal_f_utl_tcv25,skolverket_andel_f_utl_tcv25,skolverket_and_uppn_alla_amnen_f_utl_tcv25,skolverket_and_behorig_f_utl_tcv25,skolverket_gmv_f_utl_tcv25,year
Ulricehamn,Stenbocksskolan ST 1 + 2,Kommunal,Ulricehamn,68980697,81,"86,2","77,8","84,0","213,7",..,..,..,..,..,..,..,..,..,"111,3",2013
Ulricehamn,Stenbocksskolan ST 3 + 4,Kommunal,Ulricehamn,53032398,74,"83,1","78,4","86,5","222,9",..,..,..,..,..,..,..,..,..,"149,2",2013
Ulricehamn,Ätradalsskolan,Kommunal,Ulricehamn,28080863,59,"85,5","72,9","86,4","218,7",..,..,.,.,..,..,..,..,..,..,2013
Umeå,Bräntbergsskolan,Kommunal,Umeå,44391304,84,"81,6","86,9",~100,"235,0",..,..,"100,0","100,0","220,0",..,..,..,..,..,2013
Umeå,Carlshöjdsskolan,Kommunal,Umeå,16095592,44,"80,0","77,3","88,6","202,8",..,..,..,..,..,..,..,..,..,..,2013
Umeå,Ersängsskolan,Kommunal,Umeå,96783420,59,"75,6","71,2",~100,"220,2",..,..,..,..,..,..,..,..,..,"195,0",2013
Umeå,Grubbeskolan,Kommunal,Umeå,21768043,127,"94,8","96,9",~100,"233,7",..,..,..,..,..,..,..,..,..,..,2013
Umeå,Hagaskolan,Kommunal,Umeå,53016523,61,"82,4","72,1","83,6","218,9",..,..,..,..,..,..,..,..,..,..,2013
Umeå,Hedlunda Invandrarundervisning,Kommunal,Umeå,45854948,..,..,.,.,..,..,..,.,.,.,15,"83,3",.,.,"33,6",2013
Umeå,Hörnefors Centralskola,Kommunal,Umeå,60878225,43,"91,5","88,4",~100,"208,3",..,..,..,..,..,..,..,..,..,..,2013
Umeå,Linneaskolan,Kommunal,Umeå,39117429,50,"98,0","80,0","86,0","213,0",..,..,..,..,..,..,..,.,.,.,2013
Umeå,Obbola skola,Kommunal,Umeå,84519587,43,"95,6","88,4",~100,"213,1",..,..,..,..,..,..,..,.,.,.,2013
Umeå,Sjöfruskolan,Kommunal,Umeå,11834732,35,"89,7","80,0",~100,"223,6",..,..,..,..,..,..,..,..,..,..,2013
Umeå,Storsjöskolan,Kommunal,Umeå,82985120,66,"94,3","78,8","92,4","209,4",..,..,..,..,..,..,..,..,..,..,2013
Umeå,Sävar skola,Kommunal,Umeå,90639590,68,"95,8","75,0","88,2","210,1",..,..,.,.,.,..,..,.,..,..,2013
Umeå,Tegs centralskola,Kommunal,Umeå,96517991,128,"94,8","83,6","90,6","221,9",..,..,..,..,..,..,..,..,..,..,2013
Umeå,Västangårds skola,Kommunal,Umeå,36171517,24,"82,8","70,8",~100,"217,9",..,..,..,..,..,..,..,.,.,..,2013
Umeå,Ålidhemsskolan,Kommunal,Umeå,42752416,26,"59,1","92,3",~100,"252,6",..,..,..,..,..,..,..,..,..,"171,8",2013
Upplands Väsby,Grimsta skola,Kommunal,Upplands Väsby,44227469,95,"84,8","81,1","91,6","215,2",..,..,..,..,"185,5",..,..,..,..,..,2013
Upplands Väsby,Runby skola,Kommunal,Upplands Väsby,77624936,53,"79,1","56,6","67,9","180,7",..,..,..,..,..,..,..,..,..,"159,5",2013
Upplands Väsby,Väsby skola,Kommunal,Upplands Väsby,31018677,36,"38,7","55,6","72,2","192,2",22,"23,7","50,0","77,3","197,6",35,"37,6",..,"42,9","130,1",2013
Upplands-Bro,Broskolan,Kommunal,Upplands-Bro,16983719,53,"63,1","67,9","83,0","224,8",15,"17,9",..,~100,"196,1",16,"19,0","62,5",~100,"222,5",2013
Upplands-Bro,Ekhammarskolan,Kommunal,Upplands-Bro,92284588,59,"74,7","67,8","89,8","206,4",..,..,..,..,..,..,..,..,..,"182,1",2013
Upplands-Bro,Hagnässkolan,Kommunal,Upplands-Bro,16969143,41,"83,7","73,2","85,4","209,8",..,..,..,..,..,..,..,..,..,..,2013
Uppsala,Almunge skola,Kommunal,Uppsala,99056007,60,"93,8","78,3","85,0","217,6",..,..,.,.,.,..,..,..,..,..,2013
Uppsala,Björkvallsskolan,Kommunal,Uppsala,89112467,73,"92,4","75,3","90,4","201,8",..,..,..,..,..,..,..,..,..,..,2013
Uppsala,Brantingsskolan,Kommunal,Uppsala,54035395,69,"70,4","76,8","92,8","201,7",14,"14,3",..,~100,"198,2",15,"15,3",..,~100,"177,2",2013
Uppsala,Eriksbergsskolan,Kommunal,Uppsala,18733789,88,"71,5","86,4",~100,"240,7",14,"11,4","78,6",~100,"221,3",21,"17,1","61,9","61,9","191,0",2013
Uppsala,Gottsundaskolan 2,Kommunal,Uppsala,93042073,75,"67,0","90,7",~100,"240,5",15,"13,4",..,..,"173,5",22,"19,6","54,5","63,6","177,0",2013
Uppsala,Gränbyskolan,Kommunal,Uppsala,60782519,95,"60,5","84,2","94,7","223,1",43,"27,4","74,4",~100,"218,2",19,"12,1",..,"63,2","165,0",2013
Uppsala,Gåvsta skola,Kommunal,Uppsala,12275851,28,"96,6","64,3",~100,"213,8",..,..,.,.,.,..,..,.,.,..,2013
Uppsala,Kvarngärdesskolan,Kommunal,Uppsala,61003071,..,..,..,..,..,..,..,..,..,..,10,"47,6",..,..,"264,3",2013
Uppsala,Luthagens skolor 1,Kommunal,Uppsala,92713811,43,"79,6","86,0",~100,"247,6",..,..,..,..,..,..,..,..,..,..,2013
Uppsala,Luthagens skolor 2,Kommunal,Uppsala,12733075,53,"85,5","88,7",~100,"230,6",..,..,..,..,..,..,..,..,..,..,2013
Uppsala,Nannaskolan-Bolandsgymnasiet,Kommunal,Uppsala,29677535,43,"91,5","69,8","88,4","208,0",..,..,..,..,..,..,..,..,..,..,2013
Uppsala,Stavby skola,Kommunal,Uppsala,72802066,..,..,..,..,..,..,..,.,..,..,.,.,.,.,.,2013
Uppsala,Sävjaskolan,Kommunal,Uppsala,93826170,40,"59,7","62,5","85,0","206,5",10,"14,9",..,..,"207,3",17,"25,4",..,~100,"172,1",2013
Uppsala,Tuna skola,Kommunal,Uppsala,26666728,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,2013
Uppsala,Tunabergsskolan 1,Kommunal,Uppsala,54742485,72,"88,9","80,6","91,7","209,8",..,..,..,..,..,..,..,..,..,..,2013
Uppsala,Tunabergsskolan 2,Kommunal,Uppsala,13243642,56,"91,8","91,1",~100,"223,6",..,..,..,..,..,..,..,..,..,..,2013
Uppsala,Vaksalaskolan,Kommunal,Uppsala,28006480,95,"84,1","90,5",~100,"244,7",..,..,..,..,..,..,..,..,..,..,2013
Uppsala,Valsätraskolan,Kommunal,Uppsala,56446888,41,"51,9","80,5","85,4","233,8",13,"16,5",..,..,"188,5",25,"31,6","56,0","64,0","183,5",2013
Uppsala,von Bahrs skola 2,Kommunal,Uppsala,67720051,..,..,..,..,..,..,..,..,..,..,11,"44,0",..,..,"189,8",2013
Uppsala,Västra Stenhagenskolan,Kommunal,Uppsala,48134074,38,"53,5","81,6","81,6","210,2",19,"26,8","84,2",~100,"212,0",14,"19,7",..,..,"172,7",2013
Uppsala,Ärentunaskolan 1,Kommunal,Uppsala,64800741,48,"78,7","62,5","89,6","195,2",..,..,..,..,..,..,..,..,..,"140,0",2013
Uppsala,Ärentunaskolan 2,Kommunal,Uppsala,22449764,56,"93,3","82,1",~100,"211,4",..,..,..,..,..,..,..,.,.,..,2013
Uppvidinge,Åsedaskolan 7-9,Kommunal,Uppvidinge,75658239,53,"88,3","92,5",~100,"212,4",..,..,..,..,..,..,..,..,..,..,2013
Uppvidinge,Älghultskolan,Kommunal,Uppvidinge,73077490,37,"84,1","70,3","81,1","201,6",..,..,..,..,..,..,..,..,..,..,2013
Vadstena,Petrus Magni skola H,Kommunal,Vadstena,21550555,65,"83,3","67,7","80,0","201,2",..,..,.,..,..,..,..,..,..,"183,0",2013
Vaggeryd,Fågelforsskolan 6-9,Kommunal,Vaggeryd,38944084,61,"91,0","70,5","80,3","199,7",..,..,..,..,..,..,..,..,..,..,2013
Vaggeryd,Hjortsjöskolan 6-9,Kommunal,Vaggeryd,95197505,64,"88,9","75,0","85,9","212,7",..,..,..,..,..,..,..,..,..,..,2013
Valdemarsvik,Vammarskolan 7-9,Kommunal,Valdemarsvik,53620708,52,"83,9","69,2","75,0","198,6",..,..,..,..,..,..,..,..,..,..,2013
Vallentuna,"Atlas, samverkansklass",Kommunal,Vallentuna,40724774,..,..,..,..,..,.,.,.,.,.,..,..,.,..,..,2013
Vallentuna,Bällstabergsskolan,Kommunal,Vallentuna,52293921,32,"91,4","75,0","84,4","199,6",..,..,..,..,..,..,..,..,..,..,2013
Vallentuna,"Clavis, resursklass",Kommunal,Vallentuna,42652939,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,2013
Vallentuna,Ekebyskolan,Kommunal,Vallentuna,78821726,26,"96,3","76,9","80,8","191,3",..,..,.,..,..,..,..,.,.,.,2013
Vallentuna,Hammarbacksskolan,Kommunal,Vallentuna,31772387,48,"90,6","83,3",~100,"222,7",..,..,..,..,..,..,..,.,..,..,2013
Vallentuna,Hjälmstaskolan,Kommunal,Vallentuna,16855764,78,"85,7","84,6",~100,"208,9",..,..,..,..,..,..,..,..,..,..,2013
Vallentuna,Karbyskolan,Kommunal,Vallentuna,57370453,36,"97,3","91,7",~100,"233,2",..,..,.,.,.,..,..,..,..,..,2013
Vallentuna,Lovisedalsskolan,Kommunal,Vallentuna,29278599,24,"92,3","95,8","100,0","244,8",..,..,.,.,.,..,..,.,.,..,2013
Vallentuna,Optimusskolan,Kommunal,Vallentuna,10493792,..,..,.,.,..,.,.,.,.,.,..,..,.,.,..,2013
Vallentuna,"Tunaskolan, skoldaghem",Kommunal,Vallentuna,56878797,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,2013
Vallentuna,"Vallen, språkklass",Kommunal,Vallentuna,48822997,..,..,.,.,..,..,..,..,..,..,..,..,.,.,..,2013
Vansbro,Smedbergsskolan 6-9,Kommunal,Vansbro,20545871,75,"94,9","76,0","85,3","208,1",..,..,..,..,..,..,..,..,..,..,2013
Vara,Nästegårdsskolan,Kommunal,Vara,88862132,44,"84,6","75,0",~100,"209,6",..,..,..,..,..,..,..,..,..,..,2013
Varberg,Almers skola F-9,Kommunal,Varberg,21170795,30,"90,9","93,3",~100,"226,3",..,..,..,..,..,..,..,..,..,..,2013
Varberg,Ankarskolan,Kommunal,Varberg,38621807,44,"100,0","95,5",~100,"227,0",.,.,.,.,.,.,.,.,.,.,2013
Varberg,Bläshammar skola F-9,Kommunal,Varberg,13220136,26,"89,7","84,6",~100,"216,5",..,..,.,.,.,..,..,..,..,..,2013
Varberg,Bockstensskolan 4-9,Kommunal,Varberg,36590494,17,"60,7","82,4",~100,"196,0",..,..,..,..,..,..,..,..,..,..,2013
Varberg,Bosgårdsskolan 4-9,Kommunal,Varberg,92184735,50,"96,2","76,0",~100,"192,0",..,..,.,.,..,..,..,.,.,..,2013
Varberg,Buaskolan F-9,Kommunal,Varberg,11061967,20,"100,0","75,0",~100,"189,6",.,.,.,.,.,.,.,.,.,.,2013
Varberg,Furubergsskolan 7-9,Kommunal,Varberg,15808139,55,"96,5","92,7",~100,"235,5",..,..,..,..,..,..,..,..,..,..,2013
Varberg,Göthriks skola F-9,Kommunal,Varberg,67801661,21,"95,5","85,7",~100,"207,4",..,..,.,.,..,..,..,.,.,.,2013
Varberg,Hagaskolan F-9 Spår Badbord,Kommunal,Varberg,26579492,42,"82,4","69,0","85,7","232,9",..,..,..,..,..,..,..,..,..,..,2013
Varberg,Håstensskolan F-9,Kommunal,Varberg,75684823,35,"94,6","74,3","85,7","193,4",..,..,..,..,..,..,..,.,.,.,2013
Varberg,Lindbergs skola 1-9,Kommunal,Varberg,23521056,32,"100,0","84,4",~100,"225,1",.,.,.,.,.,.,.,.,.,.,2013
Varberg,Mariedalsskolan,Kommunal,Varberg,62599057,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2013
Varberg,Påskbergsskolan 4-9,Kommunal,Varberg,42127916,40,"88,9","87,5",~100,"222,1",..,..,..,..,..,..,..,..,..,..,2013
Varberg,Rolfstorps skola,Kommunal,Varberg,46202890,28,"93,3","78,6",~100,"206,8",..,..,.,.,.,..,..,..,..,..,2013
Varberg,Vidhögeskolan 4-9,Kommunal,Varberg,70460569,63,"98,4","84,1","92,1","216,0",..,..,.,.,.,..,..,..,..,..,2013
Vaxholm,Norrbergsskolan,Kommunal,Vaxholm,24710426,76,"84,4","82,9",~100,"222,8",..,..,..,..,..,..,..,"83,3","100,0","199,4",2013
Vellinge,Herrestorpskolan,Kommunal,Vellinge,16650439,31,"100,0","93,5","100,0","213,6",.,.,.,.,.,.,.,.,.,.,2013
Vellinge,Ljungenskolan,Kommunal,Vellinge,41197162,42,"93,3","92,9","100,0","243,6",..,..,..,..,..,..,..,..,..,..,2013
Vellinge,Sandeplanskolan,Kommunal,Vellinge,71367825,46,"95,8","87,0",~100,"255,0",..,..,.,.,.,..,..,..,..,..,2013
Vellinge,Skanörs skola,Kommunal,Vellinge,46945514,39,"95,1","82,1",~100,"234,7",..,..,..,..,..,..,..,..,..,..,2013
Vellinge,Stora Hammars skola,Kommunal,Vellinge,24181728,31,"93,9","90,3",~100,"229,2",..,..,..,..,..,..,..,..,..,..,2013
Vellinge,Södervångskolan,Kommunal,Vellinge,28023150,54,"93,1","87,0",~100,"220,3",..,..,..,..,..,..,..,..,..,..,2013
Vellinge,Tångvallaskolan,Kommunal,Vellinge,58994715,42,"93,3","100,0","100,0","257,9",..,..,.,.,.,..,..,..,..,..,2013
Vetlanda,Landsbro skola 7-9,Kommunal,Vetlanda,69564434,89,"90,8","77,5","88,8","204,8",..,..,.,..,..,..,..,..,..,..,2013
Vetlanda,Mogärdeskolan 7-9,Kommunal,Vetlanda,28429330,72,"86,7","75,0","87,5","194,6",..,..,..,..,..,..,..,..,..,..,2013
Vetlanda,Withalaskolan,Kommunal,Vetlanda,71069662,88,"80,0","76,1","88,6","199,1",..,..,..,..,..,..,..,..,~100,"160,4",2013
Vilhelmina,Dikanäs skola,Kommunal,Vilhelmina,16889382,..,..,..,..,..,.,.,.,.,.,..,..,..,..,..,2013
Vilhelmina,Hembergsskolan,Kommunal,Vilhelmina,99257809,49,"84,5","83,7","89,8","215,2",..,..,.,.,.,..,..,..,..,..,2013
Vilhelmina,Saxnäs skola,Kommunal,Vilhelmina,79002691,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,2013
Vimmerby,Astrid Lindgrens skola 7-9,Kommunal,Vimmerby,92620495,52,"82,5","84,6",~100,"208,8",..,..,..,..,..,..,..,..,..,..,2013
Vimmerby,Vimarskolan 7-9,Kommunal,Vimmerby,39345593,82,"91,1","82,9","92,7","210,4",..,..,..,..,..,..,..,..,..,..,2013
Vindeln,Renforsskolan,Kommunal,Vindeln,74352559,53,"98,1","77,4","88,7","201,9",..,..,.,.,.,..,..,..,..,..,2013
Vingåker,Vidåkersskolan,Kommunal,Vingåker,53174138,79,"91,9","73,4","87,3","191,6",..,..,.,.,.,..,..,..,..,..,2013
Vårgårda,Gullhögskolan,Kommunal,Vårgårda,84179524,105,"89,0","85,7","93,3","210,7",..,..,..,..,..,..,..,..,..,..,2013
Vänersborg,Centrala skolenheten,Kommunal,Vänersborg,33067448,213,"79,5","76,1","89,7","215,5",28,"10,4","46,4","67,9","186,2",27,"10,1","48,1","63,0","165,8",2013
Vänersborg,Dalboskolan,Kommunal,Vänersborg,93140467,58,"96,7","65,5","77,6","182,8",..,..,.,.,.,..,..,..,..,..,2013
Vännäs,Hammarskolan 7-9 AB,Kommunal,Vännäs,94348319,40,"93,0","82,5",~100,"203,6",..,..,..,..,..,..,..,..,..,..,2013
Vännäs,Hammarskolan 7-9 CD,Kommunal,Vännäs,59355811,45,"100,0","77,8",~100,"218,2",.,.,.,.,.,.,.,.,.,.,2013
Värmdö,Brunns skola,Kommunal,Värmdö,42434583,49,"100,0","89,8",~100,"242,5",.,.,.,.,.,.,.,.,.,.,2013
Värmdö,Djurö skola,Kommunal,Värmdö,60606792,21,"91,3","85,7","100,0","231,3",..,..,.,..,..,..,..,..,..,..,2013
Värmdö,Hemmestaskolan 6-9,Kommunal,Värmdö,69982204,79,"91,9","81,0",~100,"223,0",..,..,..,..,..,..,..,.,..,..,2013
Värmdö,Skärgårdsskolan,Kommunal,Värmdö,53821266,..,..,..,..,..,.,.,.,.,.,..,..,..,..,..,2013
Värnamo,Apladalsskolan,Kommunal,Värnamo,40576389,92,"71,9","82,6","88,0","215,8",23,"18,0","73,9",~100,"192,1",13,"10,2","76,9",~100,"188,3",2013
Värnamo,Bors skola,Kommunal,Värnamo,68702432,60,"92,3","88,3",~100,"226,5",..,..,..,..,..,..,..,..,..,..,2013
Värnamo,Forshedaskolan,Kommunal,Värnamo,23192281,53,"93,0","77,4","84,9","217,5",..,..,..,..,..,..,..,..,..,..,2013
Värnamo,Gröndalsskolan,Kommunal,Värnamo,41729877,64,"75,3","90,6",~100,"219,6",..,..,"100,0","100,0","230,3",..,..,..,..,..,2013
Västervik,AL5/Falken,Kommunal,Västervik,46345666,..,..,.,..,..,..,..,.,.,.,.,.,.,.,.,2013
Västervik,Ankarsrums skola,Kommunal,Västervik,72904597,41,"97,6","80,5","85,4","210,9",..,..,.,.,.,..,..,.,.,..,2013
Västervik,Ellen Keyskolan,Kommunal,Västervik,88600321,91,"85,0","81,3","91,2","226,8",..,..,..,..,..,..,..,..,..,"172,1",2013
Västervik,Ludvigsborgsskolan,Kommunal,Västervik,16547623,63,"78,8","85,7","92,1","227,7",..,..,..,..,..,..,..,..,..,"205,0",2013
Västervik,Åbyskolan,Kommunal,Västervik,48015765,52,"85,2","76,9","86,5","205,0",..,..,..,..,..,..,..,..,..,..,2013
Västervik,Överumsskolan 7-9,Kommunal,Västervik,75732352,28,"100,0","82,1",~100,"217,7",.,.,.,.,.,.,.,.,.,.,2013
Västerås,Apalbyskolan 6-9,Kommunal,Västerås,99947080,23,"53,5","87,0",~100,"238,7",10,"23,3",..,..,"209,0",10,"23,3",..,..,"211,8",2013
Västerås,Bäckbyskolan 1,Kommunal,Västerås,82768033,22,"36,7","59,1",~100,"186,0",17,"28,3","82,4",~100,"207,6",21,"35,0","57,1","76,2","191,9",2013
Västerås,Bäckbyskolan 2,Kommunal,Västerås,36793802,..,..,..,..,..,.,.,.,.,.,..,..,.,.,..,2013
Västerås,Irstaskolan 7-9,Kommunal,Västerås,12507517,59,"90,8","88,1",~100,"217,6",..,..,.,..,..,..,..,..,..,..,2013
Västerås,Kristiansborgsskolan,Kommunal,Västerås,65736810,95,"70,4","91,6","93,7","224,6",14,"10,4","92,9",~100,"240,9",26,"19,3","53,8","65,4","183,4",2013
Västerås,Nybyggeskolan 1,Kommunal,Västerås,14086188,57,"55,9","70,2","77,2","206,0",19,"18,6","84,2",~100,"217,0",26,"25,5","50,0","61,5","192,8",2013
Västerås,Nybyggeskolan 2,Kommunal,Västerås,39103253,32,"56,1","78,1",~100,"211,8",11,"19,3",..,..,"200,0",14,"24,6",..,..,"159,3",2013
Västerås,Persboskolan,Kommunal,Västerås,10453232,48,"87,3","70,8","81,3","200,2",..,..,..,..,..,..,..,..,..,..,2013
Västerås,Rönnbyskolan 6-9,Kommunal,Västerås,16313755,44,"86,3","88,6",~100,"224,1",..,..,..,..,..,..,..,.,.,.,2013
Västerås,Skiljeboskolan,Kommunal,Västerås,77449846,64,"66,7","60,9","73,4","187,9",..,..,..,..,..,..,..,..,..,"181,6",2013
Västerås,S:t Ilians skola,Kommunal,Västerås,66142210,33,"31,4","81,8",~100,"208,8",25,"23,8","60,0",~100,"185,2",47,"44,8","46,8","53,2","153,1",2013
Västerås,Tillbergaskolan 6-9,Kommunal,Västerås,22744262,74,"97,4","83,8",~100,"217,2",..,..,.,.,.,..,..,..,..,..,2013
Västerås,Viksängsskolan 1,Kommunal,Västerås,15622675,42,"73,7","100,0","100,0","225,9",..,..,..,..,..,..,..,..,..,..,2013
Västerås,Viksängsskolan 2,Kommunal,Västerås,96481822,94,"85,5","87,2",~100,"230,9",..,..,..,..,..,..,..,..,..,"195,9",2013
Västerås,Önstaskolan,Kommunal,Västerås,84998800,64,"77,1","82,8",~100,"224,9",..,..,..,..,..,..,..,..,..,"135,2",2013
Växjö,Arabyskolan,Kommunal,Växjö,14836816,27,"35,1","63,0",~100,"197,8",21,"27,3","66,7",~100,"194,8",29,"37,7","44,8","55,2","141,0",2013
Växjö,Bergundaskolan 7-9,Kommunal,Växjö,78331744,105,"88,2","90,5","95,2","227,9",..,..,..,..,..,..,..,..,..,..,2013
Växjö,Braås skola,Kommunal,Växjö,40283052,57,"80,3","89,5",~100,"217,2",..,..,..,..,..,..,..,..,~100,"210,7",2013
Växjö,Fagrabäckskolan,Kommunal,Växjö,29751275,127,"85,2","79,5",~100,"207,1",..,..,..,..,..,..,..,..,..,"132,4",2013
Växjö,Lammhults skola,Kommunal,Växjö,57569623,25,"86,2","88,0",~100,"222,1",..,..,..,..,..,..,..,.,.,..,2013
Växjö,Norregårdskolan,Kommunal,Växjö,12286029,122,"78,2","89,3","95,9","225,8",15,"9,6","86,7","100,0","211,0",19,"12,2","63,2",~100,"172,5",2013
Växjö,Ringsbergsskolan,Kommunal,Växjö,65161034,17,"77,3","82,4","100,0","227,2",..,..,..,..,..,..,..,..,..,..,2013
Växjö,Teleborg Centrum,Kommunal,Växjö,72833305,107,"70,9","85,0","88,8","220,9",15,"9,9","80,0","100,0","218,2",29,"19,2","51,7","51,7","168,0",2013
Ydre,Ydreskolan,Kommunal,Ydre,17132875,30,"100,0","86,7",~100,"214,3",.,.,.,.,.,.,.,.,.,.,2013
Ystad,Norreportskolan,Kommunal,Ystad,89680009,140,"92,7","91,4",~100,"223,1",..,..,..,..,..,..,..,..,..,..,2013
Ystad,Västervångskolan,Kommunal,Ystad,24450024,60,"89,6","93,3",~100,"229,3",..,..,..,..,..,..,..,..,..,..,2013
Åmål,Kristinebergskolan,Kommunal,Åmål,57530972,115,"91,3","71,3","90,4","204,8",..,..,..,..,..,..,..,..,..,..,2013
Ånge,Fränstaskolan,Kommunal,Ånge,17514337,32,"91,4","87,5",~100,"221,1",..,..,.,.,.,..,..,..,..,..,2013
Ånge,Minervaskolan,Kommunal,Ånge,43954518,45,"90,0","71,1","75,6","200,2",..,..,.,.,.,..,..,..,..,..,2013
Åre,Duveds skola 4-9,Kommunal,Åre,53536862,30,"96,8","93,3","100,0","225,5",..,..,.,.,.,..,..,..,..,..,2013
Åre,Hallens Kyrkskola F-9,Kommunal,Åre,47003034,10,"100,0",..,..,"198,5",.,.,.,.,.,.,.,.,.,.,2013
Åre,Mörsils skola 7-9,Kommunal,Åre,99830430,66,"84,6","77,3","90,9","214,8",.,.,.,.,.,12,"15,4",..,..,"138,4",2013
Årjäng,Silbodalskolan H,Kommunal,Årjäng,31591948,67,"80,7","86,6",~100,"218,4",..,..,..,..,..,..,..,"90,9",~100,"205,5",2013
Årjäng,Töcksfors skola,Kommunal,Årjäng,77714062,39,"90,7","79,5",~100,"226,6",..,..,..,..,..,..,..,..,..,..,2013
Åsele,Åsele Centralskola,Kommunal,Åsele,43833784,29,"96,7","82,8",~100,"198,9",..,..,.,.,.,..,..,..,..,..,2013
Åstorp,Björnekullaskolan,Kommunal,Åstorp,97128428,76,"71,0","71,1","89,5","189,8",12,"11,2",..,~100,"188,3",19,"17,8","63,2","73,7","184,9",2013
Åstorp,Hyllinge skola,Kommunal,Åstorp,11662899,31,"73,8","80,6",~100,"201,6",..,..,..,..,"190,5",..,..,.,..,..,2013
Åtvidaberg,Alléskolan,Kommunal,Åtvidaberg,56528690,135,"93,8","63,0","79,3","193,8",..,..,..,..,..,..,..,..,..,..,2013
Älmhult,Diö skola,Kommunal,Älmhult,93625542,24,"96,0","91,7",~100,"227,3",..,..,.,.,.,..,..,..,..,..,2013
Älmhult,Gemö-/Linnéskolan 4,Kommunal,Älmhult,66753925,63,"75,9","81,0","88,9","213,7",..,..,..,..,..,..,..,..,..,"190,9",2013
Älmhult,Klöxhultsskolan 2,Kommunal,Älmhult,55348814,32,"97,0","78,1",~100,"217,1",..,..,.,.,.,..,..,..,..,..,2013
Älvdalen,Strandskolan,Kommunal,Älvdalen,92564610,17,"89,5","64,7",~100,"189,4",..,..,..,..,..,..,..,..,..,..,2013
Älvdalen,Älvdalsskolan,Kommunal,Älvdalen,10521174,48,"94,1","87,5","87,5","220,7",..,..,.,.,.,..,..,..,..,..,2013
Älvkarleby,Rotskärsskolan,Kommunal,Älvkarleby,96982474,40,"95,2","67,5","82,5","176,0",..,..,.,.,.,..,..,..,..,..,2013
Älvkarleby,Älvskolan,Kommunal,Älvkarleby,49671776,..,..,.,..,..,..,..,.,.,.,.,.,.,.,.,2013
Älvsbyn,Vidselskolan,Kommunal,Älvsbyn,86476920,13,"92,9","100,0","100,0","231,2",..,..,.,.,.,..,..,..,..,..,2013
Älvsbyn,Älvåkraskolan,Kommunal,Älvsbyn,32970785,65,"92,9","80,0","90,8","213,5",..,..,.,.,.,..,..,..,..,..,2013
Ängelholm,Kungsgårdsskolan,Kommunal,Ängelholm,25522582,122,"81,9","88,5","93,4","226,8",11,"7,4","100,0","100,0","238,2",16,"10,7",..,..,"152,8",2013
Ängelholm,Magnarps skola,Kommunal,Ängelholm,75244062,32,"88,9","90,6",~100,"221,3",..,..,.,.,.,..,..,..,..,..,2013
Ängelholm,Nyhemsskolan,Kommunal,Ängelholm,60842677,107,"84,3","85,0",~100,"218,3",..,..,..,..,"214,1",..,..,..,..,..,2013
Ängelholm,Strövelstorps skola,Kommunal,Ängelholm,68323880,28,"90,3","89,3",~100,"229,6",..,..,..,..,..,..,..,..,..,..,2013
Ängelholm,Söndrebalgs skola,Kommunal,Ängelholm,53600648,31,"93,9","93,5","100,0","224,5",..,..,..,..,..,..,..,..,..,..,2013
Ängelholm,Toftaskolan,Kommunal,Ängelholm,51497405,41,"91,1","90,2",~100,"225,1",..,..,..,..,..,..,..,..,..,..,2013
Öckerö,Brattebergsskolan,Kommunal,Öckerö,85862849,108,"96,4","89,8",~100,"237,1",..,..,.,.,.,..,..,..,..,..,2013
Ödeshög,Lysingskolan,Kommunal,Ödeshög,34255565,52,"85,2","82,7","88,5","224,0",..,..,.,.,.,..,..,..,..,..,2013
Örebro,Adolfsbergssk. spec.enhet,Kommunal,Örebro,68103849,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,2013
Örebro,Adolfsbergsskolan 7-9,Kommunal,Örebro,47684564,133,"91,7","89,5","94,0","225,9",..,..,..,..,..,..,..,..,..,..,2013
Örebro,Almby skola,Kommunal,Örebro,22049573,69,"65,1","82,6","88,4","214,8",..,..,..,..,..,..,..,"46,7","50,0","151,5",2013
Örebro,Engelbrektsskolan,Kommunal,Örebro,82807694,111,"79,9","88,3",~100,"220,7",..,..,"68,4","68,4","190,9",..,..,..,..,..,2013
Örebro,Glanshammars skola,Kommunal,Örebro,39061881,21,"100,0","76,2",~100,"210,6",.,.,.,.,.,.,.,.,.,.,2013
Örebro,Gumaeliusskolan,Kommunal,Örebro,74902204,122,"68,2","76,2","86,9","208,8",36,"20,1","72,2","83,3","196,6",21,"11,7","81,0",~100,"202,5",2013
