skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_tcv139,skolverket_andel_natt_malen_alla_amnen_tcv139,skolverket_and_beh_yrk_tcv139,skolverket_gnm_meritvarde_tcv139,skolverket_andel_natt_malen_alla_exklok_tcv139,skolverket_and_beh_yrk_exklok_tcv139,skolverket_gnm_meritvarde_exklok_tcv139,year
Sollentuna,"Utbildning Silverdal, gr asp",Kommunal,Sollentuna,76880740,..,..,..,..,..,..,..,2016
Sollentuna,Vibyskolan,Enskild,Vibyskolan Ekonomisk Förening,15547680,27,"96,3","100,0","258,1","96,3","100,0","258,1",2016
Sollentuna,Vittra Sollentuna,Enskild,Vittraskolorna AB,58102266,23,"95,7",~100,"268,8","95,7",~100,"268,8",2016
Solna,"Ingridskolan, grundskola",Enskild,Ingridskolan AB,53259263,16,"81,3",~100,"211,9","81,3",~100,"211,9",2016
Solna,Alfaskolan,Enskild,Pysslingen Förskolor och Skolor AB,27323097,28,"100,0","100,0","291,5","100,0","100,0","291,5",2016
Solna,Bergshamraskolan,Kommunal,Solna,43133926,47,"53,2","63,8","193,7","57,5","70,0","208,8",2016
Solna,Råsundaskolan,Kommunal,Solna,12768012,105,"90,5",~100,"262,2","90,5",~100,"262,2",2016
Solna,Skytteholmsskolan,Kommunal,Solna,75017455,31,"45,2","51,6","181,6","46,7","53,3","187,2",2016
Solna,Tallbackaskolan,Kommunal,Solna,73581523,46,"82,6",~100,"233,3","82,6",~100,"233,3",2016
Solna,Ulriksdalsskolan,Kommunal,Solna,46706680,46,"69,6",~100,"226,9","69,6",~100,"226,9",2016
Solna,Ängkärrskolan i Solna,Enskild,Stiftelsen Nya Ängkärrsskolan,98515782,31,"41,9","45,2","154,6","41,9","45,2","154,6",2016
Solna,Svedenskolan Bergshamra,Enskild,Utvecklingspedagogik Sverige Aktiebolag,89893224,..,.,..,..,.,..,..,2016
Solna,Vittra Frösunda,Enskild,Vittraskolorna AB,48760074,38,"97,4",~100,"284,6","97,4",~100,"284,6",2016
Sorsele,Vindelälvsskolan 7-9,Kommunal,Sorsele,94589976,50,"50,0","58,0","174,0","59,5","69,0","181,7",2016
Sotenäs,Sotenässkolan,Kommunal,Sotenäs,78294346,97,"75,3","84,5","205,4","81,1","91,1","218,1",2016
Staffanstorp,Skånska Småstadens Kulturskola,Enskild,Skånska Småstadens Kulturskolas Ekonomiska förening,85506411,20,"55,0",~100,"226,4","55,0",~100,"226,4",2016
Staffanstorp,Baldersskolan,Kommunal,Staffanstorp,86546038,45,"55,6","62,2","178,6","61,0","68,3","192,1",2016
Staffanstorp,Hagalidskolan,Kommunal,Staffanstorp,28784410,134,"87,3","91,8","236,6","90,0","94,6","238,3",2016
Staffanstorp,Hjärupslundsskolan,Kommunal,Staffanstorp,46191968,88,"90,9","94,3","258,4","92,0",~100,"261,1",2016
Stenungsund,Kristinedalskolan,Kommunal,Stenungsund,36819548,70,"62,9","77,1","194,4","66,2","81,5","203,4",2016
Stenungsund,Stenungskolan,Kommunal,Stenungsund,30707344,125,"75,2","88,8","221,8","76,4","89,4","222,7",2016
Stenungsund,Stora Högaskolan 7-9,Kommunal,Stenungsund,21617136,103,"87,4","93,2","229,1","88,2","94,1","231,2",2016
Stenungsund,Stenungsunds Montessoriskola,Enskild,Stenungsunds Montessori Ekonomiska Förening,38786895,19,"84,2",~100,"237,5","84,2",~100,"237,5",2016
Stockholm,Europaskolan Södermalm,Enskild,AB Parts & Paomees,79969356,65,"98,5","100,0","284,1","98,5","100,0","284,1",2016
Stockholm,Al-Azharskolan,Enskild,Al-Azhar Stiftelsen,90711097,58,"65,5",~100,"249,1","65,5",~100,"249,1",2016
Stockholm,Kista International School,Enskild,Al-Kowneyn Utbildning Centrum,37556682,28,"67,9",~100,"243,2","70,4",~100,"243,2",2016
Stockholm,Almaskolan,Enskild,Almaskolan AB,14945659,52,"88,5",~100,"256,1","88,2",~100,"255,9",2016
Stockholm,Alzahraa Akademi,Enskild,Al-Zahraa Akademi AB,77656740,16,"81,3",~100,"219,2","100,0","100,0","263,3",2016
Stockholm,Aspdammskolan,Enskild,Aspdammskolan AB,93301103,..,..,..,..,..,..,..,2016
Stockholm,Beta School,Enskild,Betaschool Handelsbolag,16061350,..,..,..,..,..,..,..,2016
Stockholm,Distra IRS,Enskild,Distans Strateg Sweden AB,35784391,13,..,~100,"155,4",..,~100,"155,4",2016
Stockholm,Djurgårdens Waldorfskola,Enskild,Djurgårdens Waldorfskoleförening,84585645,18,"88,9",~100,"256,0","88,9",~100,"256,0",2016
Stockholm,Elma School,Enskild,Elma School AB,11532790,18,"61,1","72,2","233,5","61,1","72,2","233,5",2016
Stockholm,Engelska Skolan Norr,Enskild,Engelska Skolan Norr AB,29725531,47,"91,5",~100,"283,1","91,5",~100,"283,1",2016
Stockholm,"Enskilda gymnasiet, gr",Enskild,Enskilda Gymnasiet,92750123,60,"100,0","100,0","303,7","100,0","100,0","303,7",2016
Stockholm,Estniska Skolan i Stockholm,Enskild,Estniska Skolan i Stockholm,34540901,22,"100,0","100,0","287,6","100,0","100,0","287,6",2016
Stockholm,Futuraskolan Stockholm,Enskild,Futuraskolan AB,65487837,17,"88,2",~100,"274,7","88,2",~100,"274,7",2016
Stockholm,Studemaskolan,Enskild,Föreningen Aktiva Studier /Fas/,91352227,12,"91,7",~100,"262,1","91,7",~100,"262,1",2016
Stockholm,Carlssons skola,Enskild,Föreningen För Carlssons Skola,35547286,66,"98,5","100,0","297,8","98,5","100,0","297,8",2016
Stockholm,Stefanskolan,Enskild,Föreningen Stefanskolan,53147557,11,..,..,"226,8",..,..,..,2016
Stockholm,Novia Engelska skolan,Enskild,Global Bridge i Sverige AB,66455663,..,..,..,..,..,..,..,2016
Stockholm,Alla Nationers Fria Skola,Enskild,Ideella Föreningen För Alla Nationers Fria Skola,82838118,19,..,..,"130,4",..,..,"130,4",2016
Stockholm,Sv Interkulturella grundskolan,Enskild,Interkulturell Utbildning i Stockholm AB,98705470,23,"60,9","78,3","204,2","60,9","78,3","204,2",2016
Stockholm,Sthlms Int. Montessoriskola,Enskild,International Montessori School Sweden AB,45553352,48,"100,0","100,0","294,9","100,0","100,0","294,9",2016
Stockholm,Engelska Skolan i Bromma,Enskild,Internationella Engelska Skolan i Sverige AB,90732940,184,"92,4",~100,"288,8","92,4",~100,"288,8",2016
Stockholm,Engelska Skolan i Enskede gr,Enskild,Internationella Engelska Skolan i Sverige AB,38935587,153,"92,8",~100,"272,3","92,8",~100,"272,3",2016
Stockholm,Engelska skolan i Hässelby,Enskild,Internationella Engelska Skolan i Sverige AB,74482611,93,"97,8",~100,"286,8","97,8",~100,"287,3",2016
Stockholm,Internationella Engelska Skolan Skärholmen,Enskild,Internationella Engelska Skolan i Sverige AB,72066571,87,"72,4",~100,"256,7","72,4",~100,"256,7",2016
Stockholm,JENSEN grundskola Vasastan Sthlm,Enskild,Jensen Education College AB,87377212,27,"74,1",~100,"249,4","74,1",~100,"249,4",2016
Stockholm,Kulturskolan Raketen,Enskild,Kulturskolan Raketen AB,24172067,24,"91,7",~100,"268,9","91,7",~100,"268,9",2016
Stockholm,Kunskapsskolan Enskede,Enskild,Kunskapsskolan i Sverige Aktiebolag,16426165,124,"94,4",~100,"261,4","94,4",~100,"261,4",2016
Stockholm,Kunskapsskolan Fruängen,Enskild,Kunskapsskolan i Sverige Aktiebolag,63954028,92,"89,1",~100,"255,5","89,1",~100,"255,5",2016
Stockholm,Kunskapsskolan Spånga,Enskild,Kunskapsskolan i Sverige Aktiebolag,46796995,143,"92,3","95,8","252,0","92,3","95,8","252,0",2016
Stockholm,Kunskapsskolan Tyresö,Enskild,Kunskapsskolan i Sverige Aktiebolag,81266343,126,"95,2",~100,"278,9","95,2",~100,"278,9",2016
Stockholm,Kunskapsskolans Resursskola,Enskild,Kunskapsskolan i Sverige Aktiebolag,24671487,11,..,..,"169,8",..,..,"169,8",2016
Stockholm,"Lycée Francais Saint Louis, gr",Enskild,Lycée Francais Saint-Louis,40610606,61,.,.,.,.,.,.,2016
Stockholm,Magelungens grundskola Södermalm,Enskild,Magelungen Utveckling AB,57034070,23,..,..,"107,0",..,..,"107,0",2016
Stockholm,Magelungens grundskola Älvsjö,Enskild,Magelungen Utveckling AB,38096510,16,.,..,"82,9",.,..,"82,9",2016
Stockholm,Kulturama gr. Hammarby Sjöstad,Enskild,Medborgarskolan Stockholmsregionen,23066257,76,"98,7","100,0","280,6","98,7","100,0","280,7",2016
Stockholm,Grundskolan Metapontum,Enskild,Metapontum AB,90850620,19,"89,5",~100,"269,2","89,5",~100,"269,2",2016
Stockholm,Stockholm International Academy Hägersten,Enskild,Mubarak Utbildning AB,11442396,30,"70,0","76,7","232,1","70,0","76,7","232,1",2016
Stockholm,Musikskolan Lilla Akademien,Enskild,Musikskolan Lilla Akademien AB,36066067,29,"89,7","100,0","295,7","89,7","100,0","295,7",2016
Stockholm,Skarpnäcks Fria skola,Enskild,Personal- och Föräldrakooperativet Skarpnäcks Fr,60308449,..,..,..,..,..,..,..,2016
Stockholm,Snitz Grundskola Odenplan,Enskild,PPS Power Planning System Aktiebolag,57510246,24,"41,7","62,5","169,5","41,7","62,5","169,5",2016
Stockholm,Primaskolan Farsta,Enskild,Primaskolan i Sverige AB,26568390,47,"76,6",~100,"219,1","76,6",~100,"219,1",2016
Stockholm,Raoul Wallenbergskolan Bromma,Enskild,Raoul Wallenbergskolorna AB,50848996,88,"73,9","86,4","247,1","73,9","86,4","247,1",2016
Stockholm,Skolgrunden,Enskild,Skolgrunden Aktiebolag,23414344,17,..,..,"136,7",..,..,"136,7",2016
Stockholm,Sofiaängens skola,Enskild,Sofiaängen AB,86086213,..,..,..,..,..,..,..,2016
Stockholm,Gullvivaskolan,Enskild,STEG för framtiden Aktiebolag,43367445,..,..,..,..,..,..,..,2016
Stockholm,Fredrikshovs slotts skola,Enskild,Stiftelsen Carpe Diem,64065082,32,"100,0","100,0","306,3","100,0","100,0","306,3",2016
Stockholm,Ellen Key skolan,Enskild,Stiftelsen Ellen Key Skolan,16394249,15,"80,0","100,0","236,7","80,0","100,0","236,7",2016
Stockholm,Franska Skolan/Ecole francaise,Enskild,Stiftelsen Franska Skolan,42328518,65,"98,5","100,0","290,3","98,5","100,0","290,3",2016
Stockholm,"Fryshusets grundskola, Sthlm",Enskild,Stiftelsen Fryshuset,19657993,77,"59,7","84,4","218,1","59,7","84,4","218,1",2016
Stockholm,Framstegsskolan i Stockholm,Enskild,Stiftelsen Islamiska Skolan,72684556,14,"78,6",~100,"244,8","78,6",~100,"244,8",2016
Stockholm,"Kristofferskolan, gr",Enskild,Stiftelsen Kristofferskolan,98760751,52,"92,3",~100,"263,9","92,3",~100,"263,9",2016
Stockholm,Maria Elementarskola,Enskild,Stiftelsen Maria Elementarskola,73893187,24,"91,7","100,0","284,9","91,7","100,0","284,9",2016
Stockholm,Martinskolan Söders waldorfsk,Enskild,Stiftelsen Martinskolan Söders Waldorfskola,82854505,45,"88,9",~100,"248,7","88,9",~100,"248,7",2016
Stockholm,S:t Eriks Katolska Skola,Enskild,Stiftelsen s:t Eriks Katolska Skola,94943347,24,"62,5","79,2","245,1","62,5","79,2","245,1",2016
Stockholm,Abrahamsbergsskolan,Kommunal,Stockholm,44673074,90,"78,9","84,4","253,9","88,8",~100,"259,9",2016
Stockholm,Adolf Fredriks musikklasser,Kommunal,Stockholm,99648792,186,"97,3",~100,"294,7","99,5","100,0","294,7",2016
Stockholm,Akalla grundskola F-9,Kommunal,Stockholm,37796564,62,"48,4","61,3","175,6","63,8","80,9","216,8",2016
Stockholm,Alviksskolan,Kommunal,Stockholm,72627865,120,"83,3","90,0","253,6","85,3","92,2","259,1",2016
Stockholm,Aspuddens skola,Kommunal,Stockholm,72672270,131,"83,2","94,7","242,4","83,8","95,4","243,6",2016
Stockholm,Bagarmossens skola,Kommunal,Stockholm,13679897,65,"63,1","75,4","220,8","68,3","81,7","235,9",2016
Stockholm,Björkhagens skola,Kommunal,Stockholm,43088454,106,"94,3",~100,"268,9","94,3",~100,"268,9",2016
Stockholm,Blommensbergsskolan,Kommunal,Stockholm,82140090,178,"83,7","91,6","239,4","88,7","97,0","251,2",2016
Stockholm,Bredängsskolan,Kommunal,Stockholm,14121892,57,"64,9","77,2","220,6","65,5","78,2","223,8",2016
Stockholm,Bäckahagens skola,Kommunal,Stockholm,20683111,73,"53,4","63,0","179,5","63,3","75,0","209,4",2016
Stockholm,Enbacksskolan,Kommunal,Stockholm,43632318,36,"77,8","83,3","209,8","84,8",~100,"226,7",2016
Stockholm,Engelbrektsskolan,Kommunal,Stockholm,87521048,153,"81,0","92,2","256,7","84,7","95,8","262,2",2016
Stockholm,Enskede skola,Kommunal,Stockholm,72248694,120,"94,2",~100,"249,6","94,2",~100,"249,6",2016
Stockholm,Eriksdalsskolan,Kommunal,Stockholm,59249600,153,"77,8","90,8","235,7","77,8","90,8","235,7",2016
Stockholm,Farsta grundskola,Kommunal,Stockholm,38758770,72,"43,1","58,3","184,9","48,4","66,1","204,3",2016
Stockholm,Fruängens skola,Kommunal,Stockholm,19353396,52,"65,4","76,9","205,0","69,4","81,6","217,1",2016
Stockholm,Grimstaskolan,Kommunal,Stockholm,51341279,55,"54,5","65,5","195,3","61,2","73,5","215,2",2016
Stockholm,Gubbängsskolan,Kommunal,Stockholm,93412255,60,"41,7","61,7","164,2","50,0","72,0","183,2",2016
Stockholm,Gärdesskolan,Kommunal,Stockholm,41176931,147,"86,4","91,2","274,7","92,0",~100,"276,6",2016
Stockholm,Hagsätraskolan,Kommunal,Stockholm,82110758,72,"40,3","44,4","178,5","44,6","49,2","192,4",2016
Stockholm,Hammarbyskolan,Kommunal,Stockholm,64167206,..,.,.,..,.,.,..,2016
Stockholm,Hjulsta grundskola F-9,Kommunal,Stockholm,69266159,96,"20,8","39,6","136,8","24,4","46,3","151,0",2016
Stockholm,Husbygårdsskolan F-9,Kommunal,Stockholm,42149666,54,"46,3","63,0","193,4","55,8","76,7","214,4",2016
Stockholm,Hägerstensåsens skola,Kommunal,Stockholm,70329261,..,.,.,..,.,.,..,2016
Stockholm,Hässelby Villastads skola,Kommunal,Stockholm,86597125,114,"94,7",~100,"263,0","94,7",~100,"263,0",2016
Stockholm,Hässelbygårdsskolan,Kommunal,Stockholm,87838841,114,"47,4","57,0","202,9","56,0","68,1","210,9",2016
Stockholm,Högalidsskolan,Kommunal,Stockholm,24716970,74,"73,0","78,4","252,9","83,1","89,2","252,9",2016
Stockholm,Höglandsskolan,Kommunal,Stockholm,36281817,66,"89,4","89,4","299,0","100,0","100,0","299,0",2016
Stockholm,Hökarängsskolan,Kommunal,Stockholm,57184925,101,"49,5","60,4","173,0","65,8","80,3","217,6",2016
Stockholm,International School of the Stockholm Region,Kommunal,Stockholm,26172429,48,"56,3","60,4","267,9","60,0","62,2","269,7",2016
Stockholm,Johan Skytteskolan,Kommunal,Stockholm,97683561,152,"84,9","91,4","256,1","86,6","93,3","260,5",2016
Stockholm,Katarina Norra skola,Kommunal,Stockholm,23617768,72,"90,3",~100,"262,7","90,3",~100,"262,7",2016
Stockholm,Kista grundskola,Kommunal,Stockholm,22513261,94,"54,3","67,0","211,4","61,4","75,9","218,0",2016
Stockholm,Kungliga Svenska Balettskolan,Kommunal,Stockholm,63321041,20,"85,0","100,0","292,2","85,0","100,0","292,2",2016
Stockholm,Kungsholmens grundskola,Kommunal,Stockholm,29410344,51,"80,4","90,2","251,8","87,2",~100,"271,8",2016
Stockholm,Lillholmsskolan,Kommunal,Stockholm,46581319,65,"61,5","64,6","212,2","71,4","75,0","225,6",2016
Stockholm,Mariaskolan,Kommunal,Stockholm,69895255,88,"88,6","90,9","256,3","95,1",~100,"256,3",2016
Stockholm,Matteusskolan,Kommunal,Stockholm,16348406,79,"78,5","93,7","247,3","78,5","93,7","247,3",2016
Stockholm,Mälarhöjdens skola,Kommunal,Stockholm,46165232,131,"86,3","90,1","273,3","91,1","95,2","275,4",2016
Stockholm,Nya Elementar,Kommunal,Stockholm,83828066,150,"86,7","90,7","258,1","89,7","93,8","266,4",2016
Stockholm,Rinkebyskolan,Kommunal,Stockholm,37416253,119,"19,3","31,1","123,7","25,3","40,7","136,7",2016
Stockholm,Rågsveds grundskola,Kommunal,Stockholm,60382920,..,.,.,.,.,.,.,2016
Stockholm,Rålambshovsskolan,Kommunal,Stockholm,61686233,175,"94,9",~100,"281,8","94,9",~100,"281,8",2016
Stockholm,Rödabergsskolan,Kommunal,Stockholm,97686250,74,"87,8","90,5","272,8","90,3","93,1","274,2",2016
Stockholm,Sjöstadsskolan,Kommunal,Stockholm,15331669,56,"73,2","87,5","244,0","74,5","89,1","244,0",2016
Stockholm,Sjöängsskolan,Kommunal,Stockholm,13124830,119,"65,5","73,9","214,4","75,0","84,6","221,1",2016
Stockholm,Skarpatorpsskolan,Kommunal,Stockholm,82075850,43,"32,6","58,1","157,1","40,0","71,4","186,1",2016
Stockholm,Skarpnäcks skola,Kommunal,Stockholm,53075005,58,"74,1","82,8","226,2","74,1","82,8","226,2",2016
Stockholm,Slättgårdsskolan,Kommunal,Stockholm,59468219,60,"65,0","80,0","206,3","76,5",~100,"236,9",2016
Stockholm,Smedshagsskolan,Kommunal,Stockholm,50060022,41,"58,5","73,2","199,0","60,0","75,0","203,7",2016
Stockholm,Sofia skola,Kommunal,Stockholm,45436515,133,"84,2","86,5","252,0","88,9","91,3","262,1",2016
Stockholm,Spånga grundskola,Kommunal,Stockholm,17640364,181,"76,2","84,0","255,1","86,8","95,6","262,0",2016
Stockholm,Sturebyskolan,Kommunal,Stockholm,91816093,138,"84,8","88,4","268,2","91,4","95,3","268,2",2016
Stockholm,Sundbyskolan,Kommunal,Stockholm,44046131,85,"42,4","55,3","170,7","54,5","69,7","200,2",2016
Stockholm,Sätraskolan,Kommunal,Stockholm,21724208,57,"57,9","71,9","193,2","66,7","83,3","219,4",2016
Stockholm,Södermalmsskolan,Kommunal,Stockholm,75614609,90,"84,4","94,4","257,2","84,4","94,4","257,2",2016
Stockholm,Södra Ängby skola,Kommunal,Stockholm,88795871,94,"87,2","91,5","264,8","92,1",~100,"275,6",2016
Stockholm,Trollbodaskolan,Kommunal,Stockholm,89605548,92,"92,4","94,6","269,6","93,4",~100,"272,4",2016
Stockholm,Vasa Real,Kommunal,Stockholm,52863414,187,"92,0",~100,"275,6","93,5",~100,"278,5",2016
Stockholm,Vinsta grundskola västra,Kommunal,Stockholm,97400863,60,"48,3","66,7","208,6","56,9","78,4","215,8",2016
Stockholm,Vällingbyskolan,Kommunal,Stockholm,36031993,99,"57,6","67,7","192,5","64,8","76,1","211,9",2016
Stockholm,Årstaskolan,Kommunal,Stockholm,48328583,68,"61,8","88,2","223,8","64,6","90,8","226,8",2016
Stockholm,Åsö grundskola,Kommunal,Stockholm,94864296,169,"88,8","95,9","256,1","88,8","95,9","256,1",2016
Stockholm,Äppelviksskolan,Kommunal,Stockholm,15594566,172,"91,9","92,4","293,1","98,1",~100,"298,1",2016
Stockholm,Dialogskolan,Enskild,Stockholm Lära Aktiebolag,92127007,23,..,..,"117,9",..,..,..,2016
Stockholm,Lunaskolan,Enskild,Stockholms Barn & Ungdomsstöd AB,72509254,10,..,..,..,..,..,..,2016
Stockholm,Lunaskolan Södra,Enskild,Stockholms Barn & Ungdomsstöd AB,67731691,13,..,~100,"199,0",..,~100,"199,0",2016
Stockholm,Sverigefinska skolan Sthlm,Enskild,Sverigefinska skolan i Stockholm AB,78508835,30,"86,7",~100,"264,8","86,7",~100,"264,8",2016
Stockholm,Södermalmskyrkans Kristna sk.,Enskild,Södermalmskyrkan,14472068,26,"100,0","100,0","271,0","100,0","100,0","271,0",2016
Stockholm,Tasava skola,Enskild,Tasava AB,82448624,..,.,.,..,.,.,..,2016
Stockholm,Stift. Sthlm Intern. School gr,Enskild,The International School Of Stockholm,85670099,59,.,.,.,.,.,.,2016
Stockholm,Klara Privata Gr. Kungsholmen,Enskild,Theducation AB,87999453,47,"87,2",~100,"254,5","87,2",~100,"254,5",2016
Stockholm,Klara Privata Gr. Södermalm,Enskild,Theducation AB,53398338,34,"67,6","76,5","230,9","67,6","76,5","230,9",2016
Stockholm,Tornadoskolan,Enskild,Tornadoskolan AB,29796042,23,"87,0","100,0","262,3","87,0","100,0","262,3",2016
Stockholm,Tyska skolan,Enskild,Tyska Skolföreningen,53175499,50,.,.,.,.,.,.,2016
Stockholm,Profilskolan,Enskild,Uni-Partner Aktiebolag,10360193,26,"61,5",~100,"203,9","61,5",~100,"203,9",2016
Stockholm,Vasastans Montessoriskola,Enskild,Vasastans Montessoriförskola,75656508,14,"92,9","100,0","256,6","92,9","100,0","256,6",2016
Stockholm,Vintertullsskolan i Stockholm,Enskild,Vintertullsskolan i Stockholm Aktiebolag,28138418,12,..,..,"137,7",..,..,"137,7",2016
Stockholm,Vittra Sjöstaden,Enskild,Vittraskolorna AB,28778917,27,"92,6",~100,"251,9","92,6",~100,"251,9",2016
Stockholm,Vittra Södermalm,Enskild,Vittraskolorna AB,59900714,55,"87,3",~100,"249,9","87,3",~100,"249,9",2016
Stockholm,Vittra Telefonplan,Enskild,Vittraskolorna AB,67662754,35,"77,1",~100,"249,7","77,1",~100,"249,7",2016
Stockholm,Västbergaskolan,Enskild,Västbergaskolan AB,64736967,60,"93,3","100,0","265,0","93,3","100,0","265,0",2016
Stockholm,Västerholms friskola,Enskild,Västerholms Friskola AB,35890890,93,"62,4","90,3","221,9","61,5","90,1","222,3",2016
Storfors,Lundsbergs grundskola,Enskild,Stiftelsen Lundsbergs Skola,26377128,11,..,"100,0","223,6",..,"100,0","223,6",2016
Storfors,Vargbroskolan,Kommunal,Storfors,24306424,44,"72,7","77,3","220,6","74,4","79,1","222,2",2016
Storuman,Röbroskolan,Kommunal,Storuman,87510386,50,"52,0","58,0","188,8","70,3","78,4","193,1",2016
Storuman,Skytteanska skolan,Kommunal,Storuman,52561988,26,"96,2","100,0","246,3","96,2","100,0","246,3",2016
Strängnäs,Europaskolan Rogge,Enskild,Europaskolan Grundskola AB,31980822,86,"81,4",~100,"249,3","82,4",~100,"249,3",2016
Strängnäs,Friskolan Asken,Enskild,Friskolan Asken Aktiebolag,63423770,56,"96,4","100,0","254,7","96,4","100,0","254,7",2016
Strängnäs,Karinslundsskolan,Kommunal,Strängnäs,14184478,29,"37,9","58,6","185,6","40,7","63,0","190,6",2016
Strängnäs,Mariefreds skola,Kommunal,Strängnäs,64620570,57,"87,7","91,2","234,1","89,3",~100,"236,1",2016
Strängnäs,Paulinska skolan,Kommunal,Strängnäs,21086074,49,"53,1","65,3","181,7","54,2","66,7","184,6",2016
Strängnäs,Stallarholmsskolan,Kommunal,Strängnäs,42957784,51,"39,2","49,0","198,3","66,7","83,3","204,8",2016
Strängnäs,Åkerskolan,Kommunal,Strängnäs,74265915,38,"57,9","73,7","191,4","57,9","73,7","191,4",2016
Strängnäs,Strängnäs Montessoriskola,Enskild,Strängnäs Montessoriskola Ekonomisk Förening,30181143,25,"92,0",~100,"252,8","92,0",~100,"252,8",2016
Strömstad,Strömstiernaskolan,Kommunal,Strömstad,47464666,136,"60,3","76,5","208,8","60,3","76,5","208,8",2016
Strömsund,Centralskolan Hoting,Kommunal,Strömsund,20930818,15,"73,3",~100,"198,8","84,6",~100,"227,1",2016
Strömsund,Fjällsjöskolan,Kommunal,Strömsund,82584417,18,..,..,"104,4",..,..,..,2016
Strömsund,Frostviksskolan,Kommunal,Strömsund,76970830,..,..,..,..,..,..,..,2016
Strömsund,Grevåkerskolan Hammerdal,Kommunal,Strömsund,54719506,25,"84,0",~100,"218,3","84,0",~100,"218,3",2016
Strömsund,Vattudalsskolan,Kommunal,Strömsund,71396086,69,"58,0","71,0","188,8","62,5","76,6","199,8",2016
Sundbyberg,Kulturama Grundsk. Sundbyberg,Enskild,Medborgarskolan Stockholmsregionen,37112288,76,"86,8","92,1","258,5","86,8","92,1","258,5",2016
Sundbyberg,Älvkvarnsskolan,Enskild,Pysslingen Förskolor och Skolor AB,67788311,16,"87,5",~100,"229,1","87,5",~100,"229,1",2016
Sundbyberg,Grönkullaskolan,Kommunal,Sundbyberg,93968806,55,"25,5","49,1","168,9","32,6","62,8","188,1",2016
Sundbyberg,Ängskolan 7-9,Kommunal,Sundbyberg,65775192,92,"73,9","81,5","220,6","79,1","87,2","230,3",2016
Sundbyberg,Vittra Brotorp,Enskild,Vittraskolorna AB,43138370,34,"85,3",~100,"224,8","85,3",~100,"224,8",2016
Sundsvall,Mimerskolan,Enskild,Föreningen Mimers Brunn,10023937,60,"100,0","100,0","255,1","100,0","100,0","255,1",2016
Sundsvall,Heliås Lärcentrum AB,Enskild,Heliås Lärcentrum AB,21250086,26,"100,0","100,0","270,1","100,0","100,0","270,1",2016
Sundsvall,Engelska Skolan i Sundsvall,Enskild,Internationella Engelska Skolan i Sverige AB,54802332,127,"94,5",~100,"269,9","94,5",~100,"269,9",2016
Sundsvall,Kristna skolan Oasen,Enskild,Kristna Skolan Oasen Ideella Förening,38897013,10,..,..,"232,3",..,..,"232,3",2016
Sundsvall,Njurunda Friskola,Enskild,Njurunda friskola AB,65125762,17,"88,2","100,0","242,2","88,2","100,0","242,2",2016
Sundsvall,Bergsåkers skola,Kommunal,Sundsvall,90847895,77,"76,6","88,3","217,0","76,6","88,3","217,0",2016
