skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_helttj_larare_o_adm_tcv17,skolverket_helttj_adm_tcv17,skolverket_helttj_larare_tcv17,skolverket_helttj_andel_kvi_tcv17,skolverket_helttj_andel_ped_tcv17,skolverket_helttj_andel_specped_tcv17,skolverket_elever_per_helttj_tcv17,skolverket_helttj_syv_tcv17,skolverket_elever_per_syvhelttj_tcv17,year
Njudungsgymnasiet 5,59463950,Vetlanda,0685,2120000571,Vetlanda,Kommunal,"25,7","1,0","24,7","36,8","80,4",.,"10,3","0,5","510,0",2014
Malgomajskolan,63931325,Vilhelmina,2462,2120002601,Vilhelmina,Kommunal,"49,8","1,0","48,8","36,0","72,2","3,7","6,6","1,5","216,0",2014
Vimmerby gymnasium 1,44586618,Vimmerby,0884,2120000787,Vimmerby,Kommunal,"8,8","0,5","8,3","90,9","90,9",.,"6,8","0,3","224,0",2014
Vimmerby gymnasium 2,57391913,Vimmerby,0884,2120000787,Vimmerby,Kommunal,"17,7","1,0","16,7","62,8","69,6",.,"7,9",.,.,2014
Vimmerby gymnasium 3,75374280,Vimmerby,0884,2120000787,Vimmerby,Kommunal,"15,0","1,0","14,0","10,8","90,6",.,"12,1",.,.,2014
Vimmerby gymnasium 4,28955076,Vimmerby,0884,2120000787,Vimmerby,Kommunal,"10,8",.,"10,8","50,5","97,7",.,"12,5",.,.,2014
Introduktionsprogram Gy,60440546,Vingåker,0428,2120000308,Vingåker,Kommunal,"1,1","0,1","1,0",.,.,.,"8,0","0,2","40,0",2014
Flora Dekor Alingsås,78017290,Vårgårda,1442,9696520742,Flora Dekor Alingsås HB,Enskild,"2,0","0,6","1,4","100,0","42,9",.,"5,7",.,.,2014
Sundlergymnasiet,46148350,Vårgårda,1442,2120001454,Vårgårda,Kommunal,"32,5","0,8","31,7","60,6","85,7","7,2","9,9","0,8","392,5",2014
Birger Sjöberggymnasiet 1,50133877,Vänersborg,1487,2220002998,Vänersborg,Kommunal,"26,6","1,0","25,6","70,3","65,0",.,"12,7","0,5","650,0",2014
Birger Sjöberggymnasiet 2,49868916,Vänersborg,1487,2220002998,Vänersborg,Kommunal,"21,7","1,0","20,7","42,3","91,3",.,"16,0",.,.,2014
Birger Sjöberggymnasiet 3,49951088,Vänersborg,1487,2220002998,Vänersborg,Kommunal,"21,5","0,5","21,0","39,8","77,8",.,"13,7",.,.,2014
Birger Sjöberggymnasiet 4,49847116,Vänersborg,1487,2220002998,Vänersborg,Kommunal,"9,7","0,7","9,0","19,4","100,0",.,"6,4",.,.,2014
"Fridagymnasiet, Vänersborg",74919147,Vänersborg,1487,5564515988,Fridaskolorna AB,Enskild,"13,4","1,0","12,4","40,3","100,0",.,"10,1",.,.,2014
"Liljaskolan, sektor A",90240730,Vännäs,2460,2120002841,Vännäs,Kommunal,"28,7","1,0","27,7","32,5","63,2","1,1","8,2","0,4","570,0",2014
"Liljaskolan, sektor B",84908877,Vännäs,2460,2120002841,Vännäs,Kommunal,"33,9","1,0","32,9","41,8","69,8","5,3","6,2","1,0","204,0",2014
"Liljaskolan, sektor C",78389879,Vännäs,2460,2120002841,Vännäs,Kommunal,"19,1","1,0","18,1","56,5","83,7","10,0","12,5","1,0","225,0",2014
"Liljaskolan, sektor D",97752911,Vännäs,2460,2120002841,Vännäs,Kommunal,"4,0","0,4","3,6","68,4","94,4","2,8","35,8",.,.,2014
"Liljaskolan, sektor E",48452912,Vännäs,2460,2120002841,Vännäs,Kommunal,"32,5","1,0","31,5","25,5","44,1","6,5",.,"0,6",.,2014
"Gustavsbergs gymnasium ,G2,",24277564,Värmdö,0120,2120000035,Värmdö,Kommunal,"27,6","1,0","26,6","77,7","91,3",.,"12,3","1,0","328,0",2014
Värmdö gymnasium,44412461,Värmdö,0120,2120000035,Värmdö,Kommunal,"73,4","1,0","72,4","59,0","91,0","3,5","15,9","2,0","575,5",2014
Värmdö Tekniska gymnasieskola,34002355,Värmdö,0120,5563836757,"Värmdö Tekniska Utbildningar AB, VTU",Enskild,"19,5","1,0","18,5","40,5","51,4",.,"10,2","0,2","945,0",2014
Finnvedens Gymnasium 1,16577552,Värnamo,0683,2120000555,Värnamo,Kommunal,"13,6","0,7","13,0","69,7","71,8","3,8","12,0","0,5","312,0",2014
Finnvedens Gymnasium 2,36355200,Värnamo,0683,2120000555,Värnamo,Kommunal,"26,2","1,0","25,2","56,3","92,6","2,0","11,4","0,5","576,0",2014
Finnvedens Gymnasium 3,96920524,Värnamo,0683,2120000555,Värnamo,Kommunal,"26,6","1,0","25,6","49,2","74,2","2,0","9,9","0,5","506,0",2014
Finnvedens Gymnasium 4,18217765,Värnamo,0683,2120000555,Värnamo,Kommunal,"33,6","1,0","32,6","38,3","82,2","1,5","13,0","0,5","846,0",2014
Alpha International College,18281003,Västervik,0883,5565121570,Kunskapsnavet AB,Enskild,"2,4","0,2","2,2","9,1","50,0",.,"8,2",.,.,2014
Gamlebygymnasiet,14677676,Västervik,0883,2620000071,Hushållningssällskapet Kalmar-Kronoberg-Blekinge,Enskild,"12,8","1,0","11,8","74,6","61,9","8,5","8,4",.,.,2014
Västerviks gymnasium Ro 1,96152872,Västervik,0883,2120000779,Västervik,Kommunal,"21,7","0,8","20,9","25,7","79,7","3,6","8,2","0,7","247,8",2014
Västerviks gymnasium Ro 2,77835341,Västervik,0883,2120000779,Västervik,Kommunal,"28,3","0,6","27,7","43,4","96,4","4,3","19,0","1,0","526,0",2014
Västerviks gymnasium Ro 3,70803636,Västervik,0883,2120000779,Västervik,Kommunal,"17,6","1,0","16,6","64,9","75,6","8,1","7,1","1,1","107,3",2014
Västerviks gymnasium Ro 4,44041939,Västervik,0883,2120000779,Västervik,Kommunal,"25,7","1,0","24,7","48,3","79,0","0,6","4,7","1,0","122,1",2014
ABB Industrigymnasium Västerås,66028861,Västerås,1980,5566081740,Industritekniska Gymnasiet Bergslagen AB,Enskild,"17,6","1,0","16,6","59,0","89,0",.,"17,0",.,.,2014
Carlforsska gymnasiet Ekonomi/Handel,23797825,Västerås,1980,2120002080,Västerås,Kommunal,"15,0","0,8","14,2","69,0","78,9","2,8","15,7","1,0","223,0",2014
Carlforsska gymnasiet Estet/Hantverk,96060728,Västerås,1980,2120002080,Västerås,Kommunal,"33,4","0,9","32,5","53,4","78,7","1,8","10,4","0,6","560,0",2014
Carlforsska gymnasiet Introduktionsprogram,57999564,Västerås,1980,2120002080,Västerås,Kommunal,"22,3","0,7","21,6","63,4","88,9","14,8","9,1","0,5","394,0",2014
Carlforsska gymnasiet Samhäll/Vård och omsorg,77712952,Västerås,1980,2120002080,Västerås,Kommunal,"25,5","1,0","24,5","67,6","89,9","6,5","13,6","0,5","668,0",2014
Design & Construction College Västerås,48898488,Västerås,1980,5560440017,Hermods AB,Enskild,"10,3",.,"10,3","53,7","53,2",.,"12,1",.,.,2014
Edströmska,92009807,Västerås,1980,2120002080,Västerås,Kommunal,"35,0","0,9","34,1","16,7","49,0",.,"8,8","0,8","400,0",2014
Framtidsgymnasiet i Västerås,96156589,Västerås,1980,5564781606,Framtidsgymnasiet i Göteborg AB,Enskild,"8,1","1,0","7,1","17,0","43,3",.,"10,6",.,.,2014
Grillska Gymnasiet Västerås,10433896,Västerås,1980,8020170794,Stiftelsen Stadsmissionens skola,Enskild,"26,0","1,0","25,0","59,9","87,1","4,0","15,2","0,8","475,0",2014
Hahrska gymnasiet,10342448,Västerås,1980,2120002080,Västerås,Kommunal,"27,4","0,9","26,5","28,7","62,6",.,"11,2","0,5","596,0",2014
IT-Gymnasiet Västerås,43154449,Västerås,1980,5565970471,IT Gymnasiet Sverige AB,Enskild,"17,0","1,0","16,0","26,9","47,8",.,"10,7","0,2","855,0",2014
JENSEN Gymnasium Västerås,49170638,Västerås,1980,5566358759,JENSEN education college AB,Enskild,"12,5","0,5","12,0","66,5","88,3",.,"16,4","0,4","490,0",2014
Kopparlundsgymnasiet,46379730,Västerås,1980,8176058942,Västerås Entreprenörsgymnasium,Enskild,"14,3","1,0","13,3","49,2","70,3",.,"11,7","1,0","156,0",2014
Kunskapsgymnasiet Västerås,25379974,Västerås,1980,5565661815,Kunskapsskolan i Sverige AB,Enskild,"12,0","1,0","11,0","44,3","84,0",.,"12,2","0,3","406,1",2014
Praktiska Västerås,96194948,Västerås,1980,5562575786,Praktiska Sverige AB,Enskild,"13,7","1,0","12,7","62,2","54,3","0,8","9,1","0,1","1 160,0",2014
Realgymnasiet  Västerås,25955541,Västerås,1980,5565715892,Lärande i Sverige AB,Enskild,"8,9","1,0","7,9","84,7","53,5",.,"14,6","0,1","1 150,0",2014
Rudbeckianska gymnasiet 1,28668682,Västerås,1980,2120002080,Västerås,Kommunal,"18,0","0,9","17,1","71,6","94,1",.,"9,2","0,4","392,5",2014
Rudbeckianska gymnasiet 2,50258428,Västerås,1980,2120002080,Västerås,Kommunal,"29,6","1,0","28,6","65,5","100,0",.,"17,1","0,9","544,4",2014
Rudbeckianska gymnasiet 3,53896515,Västerås,1980,2120002080,Västerås,Kommunal,"30,4","1,0","29,4","64,6","93,2",.,"18,7","0,7","785,7",2014
Skultuna gymnasieenhet,33537203,Västerås,1980,2120002080,Västerås,Kommunal,"1,1","0,1","1,0","90,0","20,0",.,"5,0","0,1","50,0",2014
Thoren Business School Västerås,18042101,Västerås,1980,5566139290,ThorenGruppen AB,Enskild,"16,1","1,0","15,1","54,4","66,8",.,"19,3",.,.,2014
Tranellska gymnasiet,14799321,Västerås,1980,2120002080,Västerås,Kommunal,"16,9","0,7","16,2","70,1","92,8","6,2","9,2","0,5","298,0",2014
Västerås Citygymnasium,56041699,Västerås,1980,5567503890,Västerås Citygymnasium AB,Enskild,"19,5","1,0","18,5","47,5","40,6","3,3","9,7","0,3","596,7",2014
Västerås Idrottsgymnasium,45111086,Västerås,1980,5567802144,Västerås Idrottsgymnasium AB,Enskild,"4,8",.,"4,8","33,5","50,8",.,"15,3",.,.,2014
Västerås Ridgymnasium,98032567,Västerås,1980,9165808479,Västerås Ridgymnasium HB,Enskild,"6,2","0,6","5,6","82,1","72,5",.,"8,9",.,.,2014
Widenska gymnasiet,70955448,Västerås,1980,2120002080,Västerås,Kommunal,"33,7","1,0","32,7","48,9","86,4",.,"15,0","1,0","491,0",2014
Wijkmanska gymnasiet,68824244,Västerås,1980,2120002080,Västerås,Kommunal,"20,8","1,0","19,8","32,9","82,3",.,"15,2","0,5","600,0",2014
Yrkesgymnasiet Västerås,90685868,Västerås,1980,5566139290,ThorenGruppen AB,Enskild,"14,3","1,0","13,3","37,6","57,5",.,"12,5","0,4","415,0",2014
Ingelstadgymnasiet,24501884,Växjö,0780,2620000071,Hushållningssällskapet Kalmar-Kronoberg-Blekinge,Enskild,"18,4","1,0","17,4","56,3","74,7","2,9","10,1","0,5","352,0",2014
Katedralskolan 1,46707989,Växjö,0780,2120000662,Växjö,Kommunal,"21,3","1,0","20,3","56,4","92,4","2,5","17,0","0,5","690,0",2014
Katedralskolan 2,46986216,Växjö,0780,2120000662,Växjö,Kommunal,"27,2","1,0","26,2","54,4","81,6",.,"10,7","0,4","648,8",2014
Katedralskolan 3,67924816,Växjö,0780,2120000662,Växjö,Kommunal,"21,7","1,0","20,7","50,2","91,9","2,4","17,7","0,6","642,1",2014
Katedralskolan 4,92805465,Växjö,0780,2120000662,Växjö,Kommunal,"24,9","0,8","24,1","58,2","91,7",.,"12,7","0,5","612,0",2014
Kungsmadskolan 1,56084099,Växjö,0780,2120000662,Växjö,Kommunal,"35,3","1,0","34,3","37,2","85,5","2,9","11,1","0,9","424,4",2014
Kungsmadskolan 2,80711021,Växjö,0780,2120000662,Växjö,Kommunal,"29,7","1,0","28,7","59,0","80,3","3,5","14,4","1,0","412,0",2014
Kungsmadskolan 3,54927401,Växjö,0780,2120000662,Växjö,Kommunal,"10,4","0,5","9,9","79,8","69,7","10,1","13,7","0,5","272,0",2014
Kungsmadskolan 5,17648596,Växjö,0780,2120000662,Växjö,Kommunal,"13,7","0,3","13,5","7,3","85,2",.,"14,4","1,0","194,0",2014
Praktiska Växjö,39341381,Växjö,0780,5562575786,Praktiska Sverige AB,Enskild,"11,3","1,0","10,3","19,4","77,7",.,"10,1",.,.,2014
ProCivitas Privata Gymnasium. Växjö,61176909,Växjö,0780,5566157102,ProCivitas Privata Gymnasium AB,Enskild,"18,6","1,0","17,6","63,6","89,9",.,"20,7","0,8","455,0",2014
Skanskagymnasiet,43479922,Växjö,0780,5567435994,Skanskaskolan i Växjö AB,Enskild,"10,2","1,0","9,2","63,9","81,4","10,9","10,4","0,5","190,0",2014
Smålandsgymnasiet,16770478,Växjö,0780,5569306979,Gymnasieskolor i Syd AB,Enskild,"18,6","1,0","17,6","47,4","63,2",.,"10,5","1,0","185,0",2014
Teknikum 1,60088179,Växjö,0780,2120000662,Växjö,Kommunal,"19,0","1,0","18,0","75,3","88,3",.,"12,2","0,7","312,9",2014
Teknikum 2,28391147,Växjö,0780,2120000662,Växjö,Kommunal,"27,3","1,0","26,3","31,6","84,2","2,3","13,0","1,1","311,8",2014
Teknikum 3,77843821,Växjö,0780,2120000662,Växjö,Kommunal,"9,5","0,5","9,0","69,2","94,5","11,1","13,6","0,5","246,0",2014
Växjö Fria Fordongymnasium,29209307,Växjö,0780,5562496629,VFG Utbildning AB,Enskild,"11,4",.,"11,4","22,9","34,4",.,"10,4","0,1","2 360,0",2014
Växjö Fria Gymnasium,21778322,Växjö,0780,5565847836,Växjö Fria Gymnasium AB,Enskild,"17,4","1,5","15,9","60,9","88,0",.,"21,1","0,4","835,0",2014
Parkgymnasiet,92816527,Ystad,1286,2220000729,Ystad,Kommunal,"45,2","0,4","44,8","48,8","75,0","5,6","10,1","2,0","225,0",2014
Praktiska Ystad,90290154,Ystad,1286,5562575786,Praktiska Sverige AB,Enskild,"10,5","1,0","9,5","33,7","33,7",.,"10,8",.,.,2014
Österportgymnasiet,25847233,Ystad,1286,2220000729,Ystad,Kommunal,"78,5","1,0","77,5","59,9","89,9","4,8","12,1","3,0","312,3",2014
Östersjögymnasiet i Ystad,31380193,Ystad,1286,5569306979,Gymnasieskolor i Syd AB,Enskild,"20,4","1,0","19,4","41,1","55,3",.,"9,9","0,3","636,7",2014
Karlbergsgymnasiet 1,16848652,Åmål,1492,2120001587,Åmål,Kommunal,"20,2","1,0","19,2","68,8","84,6","5,2","13,5","1,0","260,0",2014
Karlbergsgymnasiet 2,88429477,Åmål,1492,2120001587,Åmål,Kommunal,"24,2","1,0","23,2","26,1","95,7","4,3","10,8",.,.,2014
AWPE-gymnasiet,96574602,Ånge,2260,5568080542,salvare education AB,Enskild,"6,5","0,7","5,8","25,7","49,7",.,"11,5",.,.,2014
Bobergsgymnasiet,56802300,Ånge,2260,2120002387,Ånge,Kommunal,"26,1","0,8","25,3","51,2","83,1","4,0","6,4","0,8","217,3",2014
Åre gymnasieskola,15149235,Åre,2321,2120002494,Åre,Kommunal,"47,7",.,"47,7","46,6","51,9","4,2","6,0",.,.,2014
Årjängs gymnasieskola,77379848,Årjäng,1765,2120001835,Årjäng,Kommunal,"12,2","0,4","11,8","56,6","63,4",.,"7,1","0,2","420,0",2014
Vuxenutbildningscentrum IV,29535640,Åstorp,1277,2120000936,Åstorp,Kommunal,"3,6","0,3","3,3","34,6","92,5",.,"9,0","0,3","90,9",2014
Bildningscentrum Facetten 1,11620837,Åtvidaberg,0561,2120000415,Åtvidaberg,Kommunal,"1,1","0,5","0,6","100,0",.,.,"51,7",.,.,2014
Bildningscentrum Facetten 2,13981977,Åtvidaberg,0561,2120000415,Åtvidaberg,Kommunal,"12,3","0,9","11,4","42,6","75,5",.,"8,2","0,2","626,7",2014
Bildningscentrum Facetten 3,24538846,Åtvidaberg,0561,2120000415,Åtvidaberg,Kommunal,"12,2","1,0","11,2","23,2","58,0",.,"7,6","0,2","566,7",2014
Bildningscentrum Facetten 4,36886750,Åtvidaberg,0561,2120000415,Åtvidaberg,Kommunal,"8,1","0,9","7,2","79,2","100,0",.,"16,9","0,2","813,3",2014
Haganässkolan 1,36234905,Älmhult,0765,2120000647,Älmhult,Kommunal,"39,8","1,0","38,8","37,4","91,0","4,9","11,8","1,0","460,0",2014
Älvdalens Utbildningscentrum,34421265,Älvdalen,2039,5567759120,Älvdalens Utbildningscentrum AB,Enskild,"44,5","1,0","43,5","23,8","53,7",.,"6,2","1,0","268,0",2014
Gymnasieutb. Älvkarleby komvux,49279427,Älvkarleby,0319,2120000258,Älvkarleby,Kommunal,"3,0",.,"3,0","66,7","100,0",.,"9,7",.,.,2014
Älvsbyns gymnasium,15791044,Älvsbyn,2560,2120002734,Älvsbyn,Kommunal,"26,2","0,5","25,7","76,1","78,8","7,8","7,7","0,2","990,0",2014
Peabskolan Ängelholm,23245229,Ängelholm,1292,5564427432,Peabskolan AB,Enskild,"6,1","0,5","5,6","39,3","75,0",.,"11,3",.,.,2014
Ängelholms gymnasieskola Ro 1,55010709,Ängelholm,1292,2120000977,Ängelholm,Kommunal,"8,3","0,6","7,7","59,2","100,0","25,9","8,4","1,2","54,2",2014
Ängelholms gymnasieskola Ro 2,65392939,Ängelholm,1292,2120000977,Ängelholm,Kommunal,"30,0","1,0","29,0","40,8","92,6",.,"8,8","1,0","255,0",2014
Ängelholms gymnasieskola Ro 3,98696836,Ängelholm,1292,2120000977,Ängelholm,Kommunal,"30,3","1,0","29,3","57,0","96,6","3,4","10,7",.,.,2014
Ängelholms gymnasieskola Ro 4,82160887,Ängelholm,1292,2120000977,Ängelholm,Kommunal,"19,5","0,7","18,8","37,5","90,7","4,8","12,5","1,0","235,0",2014
Ängelholms gymnasieskola Ro 5,23175129,Ängelholm,1292,2120000977,Ängelholm,Kommunal,"4,3","0,3","4,0",.,"50,0",.,"18,3",.,.,2014
Ängelholms gymnasieskola Ro 6,64908550,Ängelholm,1292,2120000977,Ängelholm,Kommunal,"9,6","0,5","9,1","55,8","90,1",.,"34,3","1,0","310,0",2014
Öckerö Seglande gymnasieskola,77358716,Öckerö,1407,2120001280,Öckerö,Kommunal,"25,8","0,8","25,0","43,7","88,8","3,4","11,7","0,8","363,8",2014
Gymnasieutbildningen i Ödeshög,99796682,Ödeshög,0509,2120000373,Ödeshög,Kommunal,"3,6","0,2","3,4","62,7","68,7",.,"4,2",.,.,2014
Elector utbildning,17299239,Örebro,1880,5565466371,Elector Utbildning AB,Enskild,"1,8","0,3","1,5",.,.,.,.,.,.,2014
Fordonsutbildn. i Örebro,70302356,Örebro,1880,5564869161,Fordonsutbildningar i Örebro AB,Enskild,"8,1","0,7","7,4","13,6","45,6",.,"10,3","0,1","760,0",2014
Grillska Gymnasiet Örebro,49739986,Örebro,1880,8020170794,Stiftelsen Stadsmissionens skola,Enskild,"22,0","2,0","20,0","40,3","74,0",.,"14,7","1,5","196,0",2014
IT-Gymnasiet Örebro,29225010,Örebro,1880,5565970471,IT Gymnasiet Sverige AB,Enskild,"15,5","1,0","14,5","30,1","93,1",.,"11,7",.,.,2014
JENSEN Gymnasium Örebro,92192566,Örebro,1880,5566358759,JENSEN education college AB,Enskild,"9,9",.,"9,9","69,6","89,9",.,"12,5","0,9","136,7",2014
Karolinska skolan,56886667,Örebro,1880,2120001967,Örebro,Kommunal,"82,6","3,0","79,6","56,6","88,9",.,"13,1","1,0","1 045,0",2014
Kvinnerstaskolan,33249781,Örebro,1880,2120001967,Örebro,Kommunal,"25,4","1,0","24,4","42,1","71,9","4,1","10,8","0,8","352,0",2014
Plusgymnasiet i Örebro,64648566,Örebro,1880,5565789129,Plusgymnasiet AB,Enskild,"18,8","2,0","16,8","75,8","67,8",.,"16,9","0,2","1 415,0",2014
Praktiska Örebro,18691102,Örebro,1880,5562575786,Praktiska Sverige AB,Enskild,"17,7","1,9","15,8","25,0","34,8",.,"11,6",.,.,2014
"RGD-RGH, Risbergska skolan",62394916,Örebro,1880,2120001967,Örebro,Kommunal,"18,7","0,8","17,9","56,5","84,5","3,3","4,4","0,8","97,5",2014
"RGD-RGH, Tullängsskolan",83605345,Örebro,1880,2120001967,Örebro,Kommunal,"31,5","1,0","30,5","33,7","55,5","3,3","3,9","0,7","163,9",2014
"RGD-RGH, Virginska skolan",12198363,Örebro,1880,2120001967,Örebro,Kommunal,"34,1","1,0","33,1","61,0","76,7","6,1","4,5","1,4","108,0",2014
Risbergska skolan,73190753,Örebro,1880,2120001967,Örebro,Kommunal,"38,6","1,2","37,4","56,6","93,1","2,7","12,8","1,4","342,9",2014
Rudbecksskolan,65421426,Örebro,1880,2120001967,Örebro,Kommunal,"59,4","2,0","57,4","56,6","92,9","3,5","13,9","1,0","795,0",2014
Rytmus Örebro,67908927,Örebro,1880,5564648979,Rytmus AB,Enskild,"11,1","1,0","10,1","34,2","67,3",.,"10,9",.,.,2014
Thoren Business School Örebro,72071234,Örebro,1880,5566139290,ThorenGruppen AB,Enskild,"30,4","1,0","29,4","43,4","95,9",.,"18,5","1,0","543,0",2014
Tullängsskolan,24349146,Örebro,1880,2120001967,Örebro,Kommunal,"87,5","3,5","84,0","30,5","72,6","2,4","12,2","1,0","1 024,0",2014
Virginska skolan,15933512,Örebro,1880,2120001967,Örebro,Kommunal,"98,2","3,5","94,7","64,0","90,8","6,1","13,2","2,0","623,5",2014
Yrkesgymnasiet Örebro,47692481,Örebro,1880,5566139290,ThorenGruppen AB,Enskild,"12,4","1,0","11,4","55,5","68,4",.,"17,2","0,3","653,3",2014
"Örkelljunga Utb.centrum, gy.",64693272,Örkelljunga,1257,2120000878,Örkelljunga,Kommunal,"14,4","0,8","13,7","39,4","74,4",.,"9,7","0,8","177,3",2014
Hampnäs gymnasium,18072172,Örnsköldsvik,2284,5566824693,Impius Vård och Utbildning AB,Enskild,"8,9","0,8","8,1","40,1","71,6",.,"3,3","0,0","1 350,0",2014
"Mikael Elias Gymnasium, Örnsköldsvik",65833454,Örnsköldsvik,2284,5565583282,Mikael Elias Gymnasium AB,Enskild,"10,1","1,0","9,1","47,3","80,8","3,3","12,2","0,3","370,0",2014
Praktiska Örnsköldsvik,85188855,Örnsköldsvik,2284,5562575786,Praktiska Sverige AB,Enskild,"11,6","1,0","10,6","55,9","30,8",.,"10,5","0,2","555,0",2014
Örnsköldsviks Gymnasium Alfa 1,11341077,Örnsköldsvik,2284,2120002445,Örnsköldsvik,Kommunal,"7,7","0,5","7,2","82,0","97,2","13,9","13,3","0,5","192,0",2014
Örnsköldsviks Gymnasium Alfa 2,51534211,Örnsköldsvik,2284,2120002445,Örnsköldsvik,Kommunal,"12,8",.,"12,8","48,9","100,0","3,9","6,7","0,5","170,0",2014
Örnsköldsviks Gymnasium Beta,39528347,Örnsköldsvik,2284,2120002445,Örnsköldsvik,Kommunal,"19,9","1,0","18,9","35,4","79,3","5,3","11,3","0,8","274,4",2014
Örnsköldsviks Gymnasium Delta,34988313,Örnsköldsvik,2284,2120002445,Örnsköldsvik,Kommunal,"28,6","1,0","27,6","69,1","89,7","6,5","9,6","0,5","509,6",2014
Örnsköldsviks Gymnasium Gamma,85473846,Örnsköldsvik,2284,2120002445,Örnsköldsvik,Kommunal,"23,1","1,0","22,1","28,5","71,3","2,3","10,2","0,7","318,3",2014
Örnsköldsviks Gymnasium Lambda,89690587,Örnsköldsvik,2284,2120002445,Örnsköldsvik,Kommunal,"23,3","1,0","22,3","45,1","92,8","8,5","11,9","0,5","591,1",2014
Örnsköldsviks Gymnasium Omega,28045567,Örnsköldsvik,2284,2120002445,Örnsköldsvik,Kommunal,"23,0","1,0","22,0","69,9","93,3","2,3","18,3","0,6","668,3",2014
Örnsköldsviks Gymnasium Sigma,20768651,Örnsköldsvik,2284,2120002445,Örnsköldsvik,Kommunal,"15,8","1,0","14,8","49,5","78,5",.,"10,0","0,5","290,2",2014
"Jämtlands Gymn, Fyrvalla 4A",32239920,Östersund,2380,2220001636,Östersund,Kommunal,"15,4","1,0","14,4","20,1","41,0",.,"9,8",.,.,2014
"Jämtlands Gymn, Fyrvalla 4B",98781765,Östersund,2380,2220001636,Östersund,Kommunal,"30,6","1,0","29,6","16,2","50,0",.,"7,9","1,0","235,0",2014
"Jämtlands Gymn, Palmcrantz 2C",93208318,Östersund,2380,2220001636,Östersund,Kommunal,"19,6","0,6","19,0","48,3","94,4","5,3","6,1",.,.,2014
"Jämtlands Gymn, Palmcrantz 3A",31611451,Östersund,2380,2220001636,Östersund,Kommunal,"11,3","0,5","10,8","67,4","60,0",.,"11,9","1,0","128,0",2014
"Jämtlands Gymn, Palmcrantz 3B",75442735,Östersund,2380,2220001636,Östersund,Kommunal,"15,5","0,8","14,7","16,0","69,0",.,"9,7",.,.,2014
"Jämtlands Gymn, Palmcrantz 3D",74661027,Östersund,2380,2220001636,Östersund,Kommunal,"14,5","0,8","13,7","66,6","83,0",.,"8,5","0,5","234,0",2014
"Jämtlands Gymn, Wargentin 1A",38880984,Östersund,2380,2220001636,Östersund,Kommunal,"27,2","1,0","26,2","51,1","96,2","3,1","13,6",.,.,2014
"Jämtlands Gymn, Wargentin 1B",28872974,Östersund,2380,2220001636,Östersund,Kommunal,"14,5","0,5","14,0","37,5","71,4","7,1","16,1","1,0","226,0",2014
"Jämtlands Gymn, Wargentin 1C",87112995,Östersund,2380,2220001636,Östersund,Kommunal,"20,8","1,0","19,8","75,7","92,9","10,1","8,6","1,0","170,0",2014
"Jämtlands Gymn, Wargentin 2A",18686599,Östersund,2380,2220001636,Östersund,Kommunal,"23,2","0,5","22,7","81,5","92,2",.,"14,8",.,.,2014
"Jämtlands Gymn, Wargentin 2B",93779220,Östersund,2380,2220001636,Östersund,Kommunal,"14,4","1,0","13,4","56,7","92,5","14,9","8,4","1,0","113,0",2014
"Jämtlands Gymn, Wargentin 2C",77797484,Östersund,2380,2220001636,Östersund,Kommunal,"5,4","0,4","5,0","40,0","40,0",.,"16,2",.,.,2014
"Jämtlands Gymn, Wargentin 2D",53279140,Östersund,2380,2220001636,Östersund,Kommunal,"18,8","0,5","18,3","42,8","44,2",.,"10,8",.,.,2014
Sjölins Gymnasium Östersund,39855761,Östersund,2380,5563758399,Vittragymnasiet AB,Enskild,"10,1","1,0","9,1","58,8","82,4","0,5","10,2","0,1","930,0",2014
"Storsjögymnasiet, Östersund",80785976,Östersund,2380,5569173635,Honesta Skolutveckling AB,Enskild,"15,4","1,0","14,4","54,5","56,6","6,9","13,3","0,9","213,3",2014
Östersunds Gymnasieskola,47559319,Östersund,2380,5567212641,Östersunds Gymnasieskola AB,Enskild,"22,1","1,0","21,1","43,8","94,5",.,"15,9","0,6","558,3",2014
IT-Gymnasiet Åkersberga,21532545,Österåker,0117,5565970471,IT Gymnasiet Sverige AB,Enskild,"7,9","1,0","6,9","19,8","36,3",.,"12,9","0,2","445,0",2014
Skärgårdsgymnasiet,56187883,Österåker,0117,5567284822,Au Claves AB,Enskild,"20,4","1,0","19,4","51,3","57,2","1,5","15,1","1,0","294,0",2014
Skärgårdsgymnasiet Östra,68917208,Österåker,0117,5567284822,Au Claves AB,Enskild,"6,6",.,"6,6","48,6","45,3",.,.,.,.,2014
Österåkers gymnasium,20752831,Österåker,0117,2120002890,Österåker,Kommunal,"33,7","1,0","32,7","49,7","89,0","3,1","15,4","1,4","360,7",2014
