skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_exl_tcv110,skolverket_andel_elever_exl_tcv110,skolverket_and_uppn_alla_amnen_exl_tcv110,skolverket_and_behorig_yrkes_exl_tcv110,skolverket_gmv_exl_tcv110,skolverket_antal_elever_nyinv_tcv110,skolverket_andel_elever_nyinv_tcv110,skolverket_and_uppn_alla_amnen_nyinv_tcv110,skolverket_and_behorig_yrkes_nyinv_tcv110,skolverket_gmv_nyinv_tcv110,year
Malmö,Östra Skolan,Enskild,Östra skolan AB,40470449,43,"100,0","48,8","69,8","193,5",.,.,.,.,.,2014
Malung-Sälen,Centralskolan,Kommunal,Malung-Sälen,83084730,..,..,"95,7",~100,"224,5",..,..,.,.,..,2014
Malung-Sälen,Ungärde skola,Kommunal,Malung-Sälen,17208837,34,"100,0","91,2",~100,"231,6",.,.,.,.,.,2014
Malå,Nilaskolan 7-9,Kommunal,Malå,28454424,29,"100,0","79,3",~100,"210,4",.,.,.,.,.,2014
Mariestad,Ekhamraskolan,Enskild,Friskolan i Mariestad AB,29289355,46,"100,0","97,8","100,0","219,1",.,.,.,.,.,2014
Mariestad,Högelidsskolan 7-9,Kommunal,Mariestad,62694008,86,"100,0","87,2","93,0","216,4",.,.,.,.,.,2014
Mariestad,Tunaholmsskolan,Kommunal,Mariestad,48016437,..,..,"68,8","85,4","210,8",..,..,.,..,..,2014
Mark,Leteboskolan,Enskild,Letebo Utbildning AB,79844557,..,..,..,..,"217,5",..,..,.,.,..,2014
Mark,Fritslaskolan 3-9,Kommunal,Mark,10100177,..,..,"76,9",~100,"220,6",..,..,.,..,..,2014
Mark,Lyckeskolan,Kommunal,Mark,10428442,..,..,"81,7",~100,"217,0",..,..,.,.,..,2014
Mark,Sätilaskolan 6-9,Kommunal,Mark,90548647,..,..,"85,7","93,5","229,7",..,..,.,.,..,2014
Mark,Ängskolan,Kommunal,Mark,13666864,..,..,"72,1","82,5","207,3",..,..,.,..,..,2014
Mark,Örbyskolan 6-9,Kommunal,Mark,76300443,..,..,"87,0",~100,"216,9",..,..,.,.,..,2014
Mark,Montessoriskolan Pärlan,Enskild,Montessoriskolan i Skene AB,80072686,..,..,..,..,..,..,..,.,.,.,2014
Mark,Skogsbrynets resursskola,Enskild,Skogsbrynets HVB AB,30894215,..,..,.,..,..,..,..,.,.,.,2014
Markaryd,Huneskolan,Kommunal,Markaryd,79075195,..,..,"86,8","90,6","218,3",..,..,.,.,..,2014
Markaryd,Strömsnässkolan,Kommunal,Markaryd,59001324,..,..,"70,0","77,5","200,6",..,..,.,..,..,2014
Mellerud,Rådaskolan,Kommunal,Mellerud,53764779,..,..,"78,2","83,2","210,0",..,..,..,..,..,2014
Mjölby,Blåklintskolan,Kommunal,Mjölby,27259736,38,"100,0","60,5","73,7","187,2",.,.,.,.,.,2014
Mjölby,Lagmansskolan Beta MH,Kommunal,Mjölby,10609045,..,..,"64,7","80,0","191,3",..,..,.,.,..,2014
Mjölby,Trojenborgsskolan MH,Kommunal,Mjölby,37310404,63,"100,0","61,9","76,2","194,0",.,.,.,.,.,2014
Mjölby,Vifolkaskolan 7-9,Kommunal,Mjölby,16727370,74,"100,0","81,1","89,2","208,4",.,.,.,.,.,2014
Mora,Morkarlbyhöjdens skola 7-9,Kommunal,Mora,95649680,..,..,"71,4","81,0","192,1",..,..,.,.,..,2014
Mora,Noretsskolan 7-9,Kommunal,Mora,68663553,..,..,"76,1","78,4","214,9",..,..,.,.,..,2014
Motala,Karin Boye-skolan,Enskild,AcadeMedia fria grundskolor AB,11664326,48,"100,0","89,6",~100,"224,1",.,.,.,.,.,2014
Motala,Fria InterMilia skolan,Enskild,Fria Intermilia Skolan,11700203,11,"100,0",..,..,"181,8",.,.,.,.,.,2014
Motala,Hällaskolan,Kommunal,Motala,87963970,63,"100,0","57,1","76,2","191,2",.,.,.,.,.,2014
Motala,Mariebergsskolan,Kommunal,Motala,87531665,64,"100,0","76,6","85,9","207,5",.,.,.,.,.,2014
Motala,Skolgårda skola 7-9,Kommunal,Motala,82224915,80,"100,0","82,5","91,3","210,8",.,.,.,.,.,2014
Motala,Södra skolan 7-9,Kommunal,Motala,69769596,60,"100,0","66,7","83,3","209,7",.,.,.,.,.,2014
Motala,Zederslundsskolan,Kommunal,Motala,98031467,..,..,"68,3","86,7","205,1",..,..,..,..,..,2014
Mullsjö,Trollehöjdskolan,Kommunal,Mullsjö,28156767,69,"100,0","91,3",~100,"205,5",.,.,.,.,.,2014
Munkedal,Kungsmarksskolan,Kommunal,Munkedal,44650086,..,..,"75,5","90,2","205,0",..,..,.,.,..,2014
Munkfors,Forsnässkolan 6-9,Kommunal,Munkfors,70083827,30,"100,0","56,7","83,3","186,8",.,.,.,.,.,2014
Mölndal,Växthuset,Enskild,AcadeMedia fria grundskolor AB,42908622,24,"100,0","70,8","75,0","215,9",.,.,.,.,.,2014
Mölndal,Montessoriskolan Kvarnhjulet,Enskild,"Montessoriskolan Kvarnhjulet, Ek. För.",64490264,25,"100,0","96,0",~100,"251,8",.,.,.,.,.,2014
Mölndal,Almåsskolan,Kommunal,Mölndal,40577779,54,"100,0","74,1","87,0","217,4",.,.,.,.,.,2014
Mölndal,Ekhagaskolan,Kommunal,Mölndal,92538683,89,"86,4","70,8","87,6","209,3",14,"13,6",..,..,"85,0",2014
Mölndal,Hallenskolan,Kommunal,Mölndal,32309720,31,"100,0","96,8",~100,"243,3",.,.,.,.,.,2014
Mölndal,Katrinebergsskolan,Kommunal,Mölndal,13050305,..,..,"69,2","90,4","211,1",..,..,..,..,..,2014
Mölndal,Kvarnbyskolan,Kommunal,Mölndal,67822057,..,..,"92,7",~100,"238,4",..,..,..,..,..,2014
Mölndal,Sinntorpsskolan 4-9,Kommunal,Mölndal,90949251,63,"100,0","77,8","92,1","229,4",.,.,.,.,.,2014
Mölndal,Skånhällaskolan 4-9,Kommunal,Mölndal,91907164,52,"100,0","88,5","100,0","221,6",.,.,.,.,.,2014
Mölndal,Streteredsskolan,Kommunal,Mölndal,54881559,..,..,"92,2","100,0","213,2",..,..,.,.,..,2014
Mölndal,Svalan,Kommunal,Mölndal,23620456,10,"100,0",.,.,"17,0",.,.,.,.,.,2014
Mölndal,Sörgårdsskolan,Kommunal,Mölndal,53442807,..,..,"82,8","94,6","238,4",..,..,.,.,..,2014
Mönsterås,Krungårdsskolan,Kommunal,Mönsterås,72714150,55,"100,0","74,5","85,5","202,5",.,.,.,.,.,2014
Mönsterås,Parkskolan,Kommunal,Mönsterås,84285512,..,..,"64,4","79,3","195,5",..,..,.,..,..,2014
Mörbylånga,Ölands Friskola,Enskild,Friskolan Öland AB,28562125,30,"100,0","96,7","100,0","234,6",.,.,.,.,.,2014
Mörbylånga,Skansenskolan,Kommunal,Mörbylånga,69905940,..,..,"93,8",~100,"215,0",..,..,.,.,..,2014
Nacka,Engelska Skolan i Nacka,Enskild,Internationella Engelska Skolan i Sverige AB,74358019,..,..,"91,1",~100,"252,8",..,..,..,..,..,2014
Nacka,Kunskapsskolan Nacka,Enskild,Kunskapsskolan i Sverige AB,87425546,77,"100,0","97,4",~100,"262,5",.,.,.,.,.,2014
Nacka,Kunskapsskolan Saltsjöbaden,Enskild,Kunskapsskolan i Sverige AB,11496096,..,..,"96,4","100,0","281,7",..,..,..,..,..,2014
Nacka,Maestroskolan Nacka,Enskild,Maestro Svindersvik AB,64065898,..,..,..,..,..,..,..,.,.,.,2014
Nacka,Alphyddeskolan,Kommunal,Nacka,30066063,..,..,.,.,.,..,..,.,.,.,2014
Nacka,Björknässkolan,Kommunal,Nacka,75834458,..,..,"85,4","95,1","238,4",..,..,..,..,..,2014
Nacka,Centrumskolan,Kommunal,Nacka,35986188,..,..,.,..,..,..,..,.,.,.,2014
Nacka,Eklidens skola,Kommunal,Nacka,47243834,..,..,"90,3","94,2","246,1",..,..,.,.,..,2014
Nacka,Myrsjöskolan,Kommunal,Nacka,84884375,166,"100,0","93,4",~100,"248,0",.,.,.,.,.,2014
Nacka,Saltsjöbadens samskola,Kommunal,Nacka,11777750,..,..,"83,3","88,9","235,8",..,..,.,.,..,2014
Nacka,Skuru skola,Kommunal,Nacka,85321366,..,..,"88,0","92,3","232,9",..,..,..,..,..,2014
Nacka,Stavsborgsskolan,Kommunal,Nacka,14040970,..,..,"78,8",~100,"218,2",..,..,..,..,..,2014
Nacka,Snitz Grundskola Nacka,Enskild,PPS Power Planning System AB,82438535,..,..,..,..,..,..,..,.,.,.,2014
Nacka,Johannes Petri skola,Enskild,Pysslingen Förskolor och Skolor AB,32965692,..,..,"97,0",~100,"250,7",..,..,.,.,..,2014
Nacka,Montessorisk. Castello Nacka,Enskild,Pysslingen Förskolor och Skolor AB,34135484,25,"100,0","100,0","100,0","246,0",.,.,.,.,.,2014
Nacka,Vittra Saltsjö-Boo,Enskild,Vittraskolorna AB,44802890,..,..,..,..,..,..,..,.,.,.,2014
Nora,Karlsängsskolan,Kommunal,Nora,40684137,..,..,"79,1","89,1","199,3",..,..,..,..,..,2014
Norberg,Norbergs skolor,Kommunal,Norberg,50485280,..,..,"80,3","87,9","208,7",..,..,..,..,..,2014
Nordanstig,Bergsjö Centralskola år 7-9,Kommunal,Nordanstig,95045408,..,..,"65,4","78,8","196,7",..,..,..,..,..,2014
Nordanstig,Hosiannaskolan,Enskild,Stiftelsen Nordanstigs Kristna Center,21342606,..,..,..,..,..,..,..,.,.,.,2014
Nordmaling,Artediskolan åk 7-9,Kommunal,Nordmaling,58185455,..,..,"65,7","77,6","195,5",..,..,..,..,..,2014
Norrköping,Jönsbergska Idrottsskolan,Enskild,Jönsbergska Idrottsskolan Norrköping AB,61454000,52,"100,0","100,0","100,0","245,0",.,.,.,.,.,2014
Norrköping,Kunskapsskolan Norrköping,Enskild,Kunskapsskolan i Sverige AB,77437748,97,"100,0","93,8",~100,"231,1",.,.,.,.,.,2014
Norrköping,Erlaskolan Norrköping Södra,Enskild,Lärande i Sverige AB,72526185,21,"100,0","85,7",~100,"210,7",.,.,.,.,.,2014
Norrköping,Erlaskolan Norrköping Östra,Enskild,Lärande i Sverige AB,90838156,48,"100,0","83,3",~100,"210,2",.,.,.,.,.,2014
Norrköping,Borgsmoskolan,Kommunal,Norrköping,26387738,..,..,"52,4","73,0","173,2",..,..,.,.,..,2014
Norrköping,Djäkneparksskolan 7 och 9,Kommunal,Norrköping,59526276,152,"86,9","75,0","84,2","210,1",23,"13,1",.,.,"34,5",2014
Norrköping,Ektorpsskolan,Kommunal,Norrköping,37133485,111,"100,0","65,8","79,3","196,3",.,.,.,.,.,2014
Norrköping,Enebyskolan H,Kommunal,Norrköping,35609364,109,"100,0","79,8","81,7","210,7",.,.,.,.,.,2014
Norrköping,Hagaskolan 7-9,Kommunal,Norrköping,17315625,..,..,"60,6","81,7","201,8",..,..,..,..,..,2014
Norrköping,Hultdalskolan,Kommunal,Norrköping,40393888,..,..,"92,4",~100,"226,5",..,..,.,.,..,2014
Norrköping,Mosstorpsskolan,Kommunal,Norrköping,41484780,59,"100,0","79,7",~100,"207,6",.,.,.,.,.,2014
Norrköping,Navestadsskolan 7-9,Kommunal,Norrköping,81182971,109,"86,5","73,4","77,1","198,4",17,"13,5",..,..,"149,7",2014
Norrköping,Råsslaskolan 5-9,Kommunal,Norrköping,80621158,55,"100,0","87,3","90,9","217,8",.,.,.,.,.,2014
Norrköping,Söderporten 4-9,Kommunal,Norrköping,24979620,..,..,"55,4","62,5","183,2",..,..,..,..,..,2014
Norrköping,Vikbolandsskolan,Kommunal,Norrköping,34784374,53,"100,0","79,2","88,7","197,3",.,.,.,.,.,2014
Norrköping,"Prolympia, Norrköping",Enskild,Prolympia AB,16013826,124,"100,0","79,0","87,9","198,2",.,.,.,.,.,2014
Norrköping,"Rudolf Steinerskolan, gr",Enskild,Rudolf Steinerskolan,33530590,14,"100,0",..,~100,"206,8",.,.,.,.,.,2014
Norrköping,Johannesskolan Norrkpg Kr Sk,Enskild,Stiftelsen Församlingen Agape,57529996,..,..,..,..,..,..,..,.,.,.,2014
Norrköping,Stegehus Waldorfskola,Enskild,Stiftelsen Steget,73656861,..,..,..,..,..,..,..,.,.,.,2014
Norrköping,Vittra Röda stan,Enskild,Vittraskolorna AB,38936292,41,"100,0","78,0",~100,"216,8",.,.,.,.,.,2014
Norrtälje,"Ekebyholmsskolan, gr",Enskild,Ekebyholmsskolan AB,98239828,21,"100,0","71,4",~100,"228,0",.,.,.,.,.,2014
Norrtälje,Freinetskolan Hugin,Enskild,Freinetskolan Hugin Ek. För.,89692072,20,"100,0","60,0",~100,"218,5",.,.,.,.,.,2014
Norrtälje,Freinetskolan Mimer,Enskild,Freinetskolan Mimer Ek. För.,45133950,11,"100,0",..,"100,0","214,3",.,.,.,.,.,2014
Norrtälje,Montessoriskolan i Norrtälje,Enskild,Montessoriskolan i Norrtälje AB,99665701,11,"100,0",..,~100,"246,4",.,.,.,.,.,2014
Norrtälje,Bålbro skola,Kommunal,Norrtälje,45874608,34,"100,0","91,2",~100,"239,0",.,.,.,.,.,2014
Norrtälje,Grindskolan,Kommunal,Norrtälje,29416145,..,..,"70,0","75,0","185,1",..,..,..,..,..,2014
Norrtälje,Hallsta skola,Kommunal,Norrtälje,24146389,..,..,"74,5","81,8","203,7",..,..,..,..,..,2014
Norrtälje,Lommarskolan,Kommunal,Norrtälje,15312030,..,..,"48,5","66,7","190,8",..,..,.,.,..,2014
Norrtälje,Långsjöskolan,Kommunal,Norrtälje,99749462,..,..,"61,5","80,8","190,5",..,..,..,..,..,2014
Norrtälje,Länna skola,Kommunal,Norrtälje,72471883,18,"100,0","94,4",~100,"220,3",.,.,.,.,.,2014
Norrtälje,Norrsund-Elmstaskolan,Kommunal,Norrtälje,61218902,39,"100,0","87,2",~100,"240,1",.,.,.,.,.,2014
Norrtälje,Roslagsskolan,Kommunal,Norrtälje,31851256,..,..,"80,2","89,5","218,4",..,..,.,..,..,2014
Norrtälje,Rådmansö skola,Kommunal,Norrtälje,50905672,19,"100,0","89,5",~100,"195,8",.,.,.,.,.,2014
Norrtälje,Svanbergaskolan,Kommunal,Norrtälje,59975651,49,"100,0","89,8",~100,"226,1",.,.,.,.,.,2014
Norrtälje,Viby friskola,Enskild,Ogenholts Friskola AB,54806839,15,"100,0","66,7",~100,"199,8",.,.,.,.,.,2014
Norsjö,Norsjöskolan 6-9,Kommunal,Norsjö,65848878,..,..,"88,1",~100,"234,4",..,..,.,.,..,2014
Nybro,Alsterbro skola,Kommunal,Nybro,62698200,11,"100,0",..,~100,"211,6",.,.,.,.,.,2014
Nybro,Madesjöskolan Ma02,Kommunal,Nybro,38198417,74,"100,0","85,1","86,5","214,9",.,.,.,.,.,2014
Nybro,Paradisskolan Pa02,Kommunal,Nybro,79650118,..,..,"87,1","91,4","217,6",..,..,..,..,..,2014
Nykvarn,Lillhagaskolan,Kommunal,Nykvarn,99640618,..,..,"91,5",~100,"227,5",..,..,.,.,..,2014
Nyköping,Båktorp skolan,Enskild,Båktorp AB,17393295,..,..,.,..,..,..,..,.,.,.,2014
Nyköping,Studiero,Enskild,HVB Lappetorp AB,98693413,..,..,.,..,..,..,..,.,.,.,2014
Nyköping,Kunskapsskolan Nyköping,Enskild,Kunskapsskolan i Sverige AB,88046003,100,"100,0","91,0","94,0","230,8",.,.,.,.,.,2014
Nyköping,Fokusskolan,Enskild,Nyfo AB,18915192,12,"100,0","83,3",~100,"220,2",.,.,.,.,.,2014
Nyköping,Borgmästarhagsskolan,Kommunal,Nyköping,98253969,227,"95,4","80,6","88,1","219,8",11,"4,6",.,..,"91,8",2014
Nyköping,Långbergsskolan H,Kommunal,Nyköping,71976383,..,..,"61,5","74,4","200,5",..,..,..,..,..,2014
Nyköping,Nicolaiskolan,Kommunal,Nyköping,92637603,..,..,"51,9","84,6","184,2",..,..,.,.,..,2014
Nyköping,Oppebyskolan,Kommunal,Nyköping,11808146,73,"100,0","76,7","86,3","207,7",.,.,.,.,.,2014
Nyköping,Mikaeliskolan,Enskild,Stiftelsen Mikaeliskolan i Nyköping,75746018,12,"100,0","91,7","100,0","237,3",.,.,.,.,.,2014
Nyköping,Vittra Kungshagen,Enskild,Vittraskolorna AB,50698424,26,"100,0","80,8",~100,"210,4",.,.,.,.,.,2014
Nynäshamn,Gröndalsskolan F-9,Kommunal,Nynäshamn,65717061,..,..,"82,4","93,2","208,8",..,..,.,..,..,2014
Nynäshamn,Sunnerbyskolan 1-9,Kommunal,Nynäshamn,78703073,59,"100,0","72,9","81,4","189,6",.,.,.,.,.,2014
Nynäshamn,Vanstaskolan 4-9,Kommunal,Nynäshamn,73184416,..,..,"69,8","79,1","213,5",..,..,..,..,..,2014
Nynäshamn,Viaskolan 6-9,Kommunal,Nynäshamn,34814578,..,..,"83,3",~100,"211,4",..,..,.,..,..,2014
Nässjö,Centralskolan,Kommunal,Nässjö,27489659,..,..,"82,3","93,8","212,3",..,..,..,..,..,2014
Nässjö,Norråsaskolan,Kommunal,Nässjö,19118399,129,"90,8","62,8","78,3","198,9",13,"9,2",..,..,"52,9",2014
Nässjö,Parkskolan,Kommunal,Nässjö,97882848,..,..,"76,8","82,6","207,6",..,..,.,..,..,2014
Nässjö,Rosenholmsskolan,Kommunal,Nässjö,66394964,17,"100,0","88,2",~100,"230,2",.,.,.,.,.,2014
Ockelbo,Perslundaskolan,Kommunal,Ockelbo,40000547,..,..,"94,1",~100,"224,8",..,..,..,..,..,2014
Olofström,Högavångsskolan,Kommunal,Olofström,53603984,..,..,"83,7","91,1","204,6",..,..,..,..,..,2014
Orsa,Orsaskolan,Kommunal,Orsa,19694910,..,..,"73,1","82,7","188,3",..,..,.,.,..,2014
Orust,Henåns skola år 7-9,Kommunal,Orust,76943513,..,..,"71,3","81,2","200,4",..,..,..,..,..,2014
Orust,Ängås 7-9 skola,Kommunal,Orust,34557677,67,"100,0","68,7","92,5","216,6",.,.,.,.,.,2014
Orust,Orust Waldorfskola,Enskild,Waldorfpedagogik På Orust Ek. För.,57712538,..,..,..,..,..,..,..,.,.,.,2014
Osby,Hasslarödsskolan 7-9,Kommunal,Osby,25927535,..,..,"84,4","90,6","218,5",..,..,.,.,..,2014
Osby,Parkskolan 7-9 E,Kommunal,Osby,16078764,..,..,"52,6",~100,"186,4",..,..,..,..,..,2014
Osby,Parkskolan F-9 D,Kommunal,Osby,28242140,22,"100,0","77,3",~100,"204,8",.,.,.,.,.,2014
Osby,Visslan,Kommunal,Osby,65486343,..,..,..,..,..,..,..,.,.,.,2014
Osby,Örkenedsskolan 7-9,Kommunal,Osby,99562575,..,..,"62,8","74,4","181,8",..,..,.,.,..,2014
Oskarshamn,Kristinebergskolan 7-9,Kommunal,Oskarshamn,73392316,..,..,"90,0","91,4","214,7",..,..,..,..,..,2014
Oskarshamn,Rödsleskolan 7-9,Kommunal,Oskarshamn,40041600,67,"100,0","83,6","91,0","211,6",.,.,.,.,.,2014
Oskarshamn,Vallhallaskolan 7-9,Kommunal,Oskarshamn,46592871,..,..,"73,5","81,6","195,9",..,..,.,.,..,2014
Ovanåker,Alftaskolan 7-9,Kommunal,Ovanåker,92304123,..,..,"67,3","77,6","182,7",..,..,..,..,..,2014
Ovanåker,Celsiusskolan 7-9,Kommunal,Ovanåker,43362307,..,..,"62,1","75,9","207,5",..,..,.,.,..,2014
Oxelösund,Breviksskolan åk 6-9,Kommunal,Oxelösund,34893654,..,..,"66,7","88,9","186,9",..,..,..,..,..,2014
Pajala,Kangos Kultur- o ekologiskola,Enskild,Kangos Kultur och Ekologiskola,35837794,..,..,..,..,..,..,..,.,.,.,2014
Pajala,Gårdbyskolan,Kommunal,Pajala,55662841,11,"100,0",..,..,"191,6",.,.,.,.,.,2014
Pajala,Junosuando Centralskola,Kommunal,Pajala,80594830,..,..,..,..,..,..,..,.,.,.,2014
Pajala,Pajala Centralskola,Kommunal,Pajala,12443258,39,"100,0","74,4","76,9","225,6",.,.,.,.,.,2014
Pajala,Tärendö Centralskola,Kommunal,Pajala,37347252,..,..,..,..,..,..,..,.,.,.,2014
Partille,Casa Montessori,Enskild,Montessoristiftelsen i Partille,68358072,19,"100,0","94,7",~100,"238,7",.,.,.,.,.,2014
Partille,Björndammens skola 6-9,Kommunal,Partille,98209377,41,"100,0","68,3","87,8","211,7",.,.,.,.,.,2014
Partille,Furulunds skola 6-9,Kommunal,Partille,89146220,..,..,"89,8","91,5","224,6",..,..,.,..,..,2014
Partille,Lexby skola 6-9,Kommunal,Partille,51610240,..,..,"88,6",~100,"219,8",..,..,.,.,..,2014
Partille,Ugglums skola 5-9,Kommunal,Partille,78100490,57,"100,0","94,7",~100,"246,0",.,.,.,.,.,2014
Partille,Vallhamra skola 7-9,Kommunal,Partille,92848832,..,..,"78,2","88,5","202,6",..,..,..,..,..,2014
Partille,Öjersjö Brunn skola 4-9,Kommunal,Partille,49402521,63,"100,0","93,7",~100,"243,5",.,.,.,.,.,2014
Perstorp,Centralskolan 1,Kommunal,Perstorp,97348759,..,..,"73,4","87,5","210,3",..,..,..,..,..,2014
Piteå,Christina skolenhet,Kommunal,Piteå,94591900,..,..,"93,4",~100,"231,1",..,..,.,.,..,2014
Piteå,Hortlax skolenhet,Kommunal,Piteå,10185533,..,..,"92,2",~100,"219,4",..,..,.,.,..,2014
Piteå,Pitholm skolenhet 7-9,Kommunal,Piteå,18339846,..,..,"91,7",~100,"223,8",..,..,.,..,..,2014
Piteå,Porsnäs skolenhet,Kommunal,Piteå,18748381,..,..,"88,7",~100,"217,3",..,..,.,.,..,2014
Piteå,Sjulnässkolan,Kommunal,Piteå,42296356,54,"100,0","88,9",~100,"220,6",.,.,.,.,.,2014
Piteå,Solanderskolan 7-9 skolenhet,Kommunal,Piteå,56399220,..,..,"89,1",~100,"203,2",..,..,.,.,.,2014
Ragunda,Anders-Olofskolan,Kommunal,Ragunda,78545687,..,..,"61,5","73,1","190,5",..,..,..,..,..,2014
Ragunda,Hansåkerskolan,Kommunal,Ragunda,22316816,..,..,"78,3",~100,"207,2",..,..,.,.,..,2014
Robertsfors,Tundalsskolan åk 4-9,Kommunal,Robertsfors,16553934,..,..,"66,7","73,3","197,9",..,..,..,..,..,2014
Ronneby,Karl-Oskarskolan i Ronneby,Enskild,Karl-Oskar Utbildning AB,38449858,61,"100,0","82,0","86,9","212,1",.,.,.,.,.,2014
Ronneby,Kallingeskolan 7-9,Kommunal,Ronneby,53155267,..,..,"74,6","85,7","210,4",..,..,..,..,..,2014
Ronneby,Snäckebacksskolan,Kommunal,Ronneby,73745566,..,..,"81,3","89,1","216,5",..,..,..,..,..,2014
Rättvik,Furudals centralskola,Kommunal,Rättvik,30917018,24,"100,0","79,2",~100,"202,9",.,.,.,.,.,2014
Rättvik,Rättviksskolan,Kommunal,Rättvik,73451967,73,"100,0","94,5",~100,"220,2",.,.,.,.,.,2014
Sala,Ekebyskolan,Kommunal,Sala,36193586,..,..,"77,3","89,7","208,4",..,..,.,.,..,2014
Sala,Vallaskolan 7-9,Kommunal,Sala,64954528,116,"100,0","76,7","86,2","208,6",.,.,.,.,.,2014
Salem,Nytorpsskolan,Kommunal,Salem,36262199,28,"100,0","89,3",~100,"249,8",.,.,.,.,.,2014
Salem,Rönninge skola,Kommunal,Salem,71677992,57,"100,0","96,5",~100,"247,7",.,.,.,.,.,2014
Salem,Skogsängsskolan,Kommunal,Salem,58385274,..,..,"67,3","78,2","207,2",..,..,.,.,..,2014
Salem,Säbytorp,Kommunal,Salem,92406445,..,..,"76,3","91,5","228,6",..,..,.,..,..,2014
Salem,Söderby friskola,Enskild,Söderby Friskola Ek. För.,56858061,25,"100,0","84,0",~100,"218,7",.,.,.,.,.,2014
Sandviken,Prosperitas utbildning,Enskild,Prosperitas Utbildning AB,91119383,15,"100,0",..,~100,"187,8",.,.,.,.,.,2014
Sandviken,Hedängskolan 7-9,Kommunal,Sandviken,23876630,65,"100,0","83,1","92,3","213,1",.,.,.,.,.,2014
Sandviken,Jernvallsskolan 4-9,Kommunal,Sandviken,30006957,..,..,"84,3","88,2","225,6",..,..,..,..,..,2014
Sandviken,Murgårdsskolan  I,Kommunal,Sandviken,93190753,..,..,"51,0","64,7","177,2",..,..,.,..,..,2014
Sandviken,Murgårdsskolan II,Kommunal,Sandviken,36589800,..,..,"45,8","70,8","161,0",..,..,..,..,..,2014
Sandviken,Söderskolan I,Kommunal,Sandviken,95475697,..,..,"82,6",~100,"213,6",..,..,.,..,..,2014
Sandviken,Söderskolan II,Kommunal,Sandviken,58929072,..,..,"55,9","70,6","179,9",..,..,..,..,..,2014
Sandviken,Österfärnebo skola,Kommunal,Sandviken,73076578,15,"100,0","73,3",~100,"208,4",.,.,.,.,.,2014
Sandviken,Sandvikens Montessoriskola,Enskild,Sandvikens Montessoriskolas Ek. För.,17233525,17,"100,0",..,"64,7","169,3",.,.,.,.,.,2014
Sigtuna,Ekillaskolan,Kommunal,Sigtuna,14261356,135,"92,5","80,0","83,7","219,5",11,"7,5",..,..,"179,3",2014
Sigtuna,S:t Olof,Kommunal,Sigtuna,13579948,..,..,"87,1","95,2","228,5",..,..,..,..,..,2014
Sigtuna,Valstaskolan,Kommunal,Sigtuna,61234191,..,..,"69,1","75,0","202,0",..,..,..,..,..,2014
Sigtuna,Skolan Bergius,Enskild,Sigtuna Friskola AB,35008423,60,"100,0","96,7","100,0","240,5",.,.,.,.,.,2014
Sigtuna,"Sigtunaskolan hum. läroverket, gr",Enskild,Sigtuna Skolstiftelse,70883860,..,..,"89,5",~100,"239,4",..,..,..,..,..,2014
Sigtuna,"Josefinaskolan, grundskola",Enskild,Stiftelsen Josefinaskolan,55508705,23,"100,0","78,3",~100,"218,5",.,.,.,.,.,2014
Simrishamn,Famn,Enskild,"Familjebehandlingsalternativ i Nätverk, Famn AB",68370166,..,..,.,..,..,..,..,.,.,.,2014
Simrishamn,Nils Holgerssonskolan,Enskild,Föräldrakooperativet Nils Holgerssonskolan Ek. För.,24445412,26,"100,0","92,3",~100,"254,8",.,.,.,.,.,2014
Simrishamn,Skolområde Korsavad,Kommunal,Simrishamn,66350640,..,..,"80,8","87,4","214,0",..,..,..,..,..,2014
Simrishamn,Sophiaskolan,Enskild,"Stiftelsen Sophiaskolan, Österlens Waldorfskola",59958745,17,"100,0","94,1","100,0","245,1",.,.,.,.,.,2014
Sjöbo,Vollsjö Friskola,Enskild,Almaröd Friskola AB,78396564,..,..,..,..,..,..,..,.,.,.,2014
Sjöbo,Emanuelskolan,Kommunal,Sjöbo,37998000,39,"100,0","76,9","82,1","224,4",.,.,.,.,.,2014
Sjöbo,"Färsinga lärcentrum, åk 4-9",Kommunal,Sjöbo,17176734,..,..,"62,5","81,9","196,1",..,..,..,..,..,2014
Sjöbo,Storkskolan,Kommunal,Sjöbo,55675413,38,"100,0","71,1","81,6","208,5",.,.,.,.,.,2014
Skara,Friskolan Metis,Enskild,Lärocentrum i Skara Ek. För.,46013569,21,"100,0","85,7",~100,"211,2",.,.,.,.,.,2014
Skara,Djäkneskolan,Kommunal,Skara,25963247,..,..,"81,7","87,3","223,0",..,..,..,..,..,2014
Skara,Teglaskolan,Kommunal,Skara,35308702,85,"100,0","83,5","85,9","207,6",.,.,.,.,.,2014
Skellefteå,Björnåkersskolan,Kommunal,Skellefteå,61150314,49,"100,0","79,6","89,8","219,2",.,.,.,.,.,2014
Skellefteå,Bolidenskolan 1-9,Kommunal,Skellefteå,51881643,..,..,"88,5",~100,"203,6",..,..,.,.,..,2014
Skellefteå,Brännanskolan,Kommunal,Skellefteå,16211359,..,..,"96,6",~100,"230,1",..,..,..,..,..,2014
Skellefteå,Bureskolan 6-9,Kommunal,Skellefteå,62125265,..,..,"75,0",~100,"209,4",..,..,..,..,..,2014
